Name,Grow Year,Location,Distributor,Yield,Maturity,Seed Size,Harvestability,bean_type,Released Year,Market Class,Common Mosaic Virus R1,Common Mosaic Virus R15,Anthracnose R17,Anthracnose R23,Anthracnose R73,Common Blight,Pedigree
Zorro,2018.0,Exeter,HDCI,3933.0,112.0,25.1,2.1,coloured bean,,Black,,,,,,,
Zorro,2019.0,Winchester,HDCI,4854.0,103.0,27.5,,coloured bean,,Black,,,,,,,
Zorro,2019.0,Exeter,HDCI,3821.0,90.5,22.8,1.0,coloured bean,,Black,,,,,,,
Zorro,2019.0,St. Thomas,HDCI,4336.8,81.0,23.3,2.3,coloured bean,,Black,,,,,,,
Zorro,2020.0,Exeter,HDCI,3721.0,98.8,23.0,1.5,coloured bean,,Black,,,,,,,
Zorro,2020.0,Winchester,HDCI,3738.0,101.8,24.9,,coloured bean,,Black,,,,,,,
Zorro,2020.0,St. Thomas,HDCI,4885.0,93.7,25.0,3.0,coloured bean,,Black,,,,,,,
Zorro,2021.0,St. Thomas,HDCI,3758.0,78.3,33.4,3.5,coloured bean,,Black,,,,,,,
Zorro,2021.0,Exeter,HDCI,3296.0,93.8,19.6,1.5,coloured bean,,Black,,,,,,,
Zorro,2021.0,Winchester,HDCI,4864.0,106.0,22.0,1.3,coloured bean,,Black,,,,,,,
Zorro,2022.0,Winchester,HDCI,2908.1,107.75,,1.0,coloured bean,,Black,,,,,,,
Zorro,2022.0,Exeter,HDCI,2744.41,89.0,24.1663,1.75,coloured bean,,Black,,,,,,,
Zorro,2023.0,Exeter,HDCI,4450.0,94.5,23.6,1.4,coloured bean,,Black,,,,,,,
Zorro,2023.0,Winchester,HDCI,3910.0,108.8,24.1,1.5,coloured bean,,Black,,,,,,,
Zorro,2023.0,St. Thomas,HDCI,5195.0,90.8,23.6,1.8,coloured bean,,Black,,,,,,,
Zorro,2024.0,Exeter,HDCI,3058.2,87.5,23.2,2.5,coloured bean,,Black,,,,,,,
Zorro,2024.0,Winchester,HDCI,4583.5,96.5,22.9,1.3,coloured bean,,Black,,,,,,,
Zorro,2024.0,Elora,HDCI,3158.1,87.0,22.6,2.0,coloured bean,,Black,,,,,,,
Alpena,2015.0,Woodstock,HDCI,2746.53,104.0,21.13,2.67,white bean,,White Navy,,,,,,,
Alpena,2015.0,Blyth,HDCI,3641.78,113.0,20.71,2.5,white bean,,White Navy,,,,,,,
Alpena,2015.0,Elora,HDCI,3048.58,100.0,18.33,3.25,white bean,,White Navy,,,,,,,
Alpena,2015.0,Kippen,HDCI,3436.33,112.0,18.63,2.67,white bean,,White Navy,,,,,,,
Alpena,2016.0,Exeter,HDCI,2570.04,95.0,17.31,2.5,white bean,,White Navy,,,,,,,
Alpena,2016.0,St. Thomas,HDCI,3656.09,92.25,21.5,3.375,white bean,,White Navy,,,,,,,
Alpena,2016.0,Blyth,HDCI,3320.25,103.5,21.7,1.875,white bean,,White Navy,,,,,,,
Alpena,2016.0,Woodstock,HDCI,1124.85,96.0,,3.0,white bean,,White Navy,,,,,,,
Alpena,2016.0,Elora,HDCI,3463.24,111.0,,1.75,white bean,,White Navy,,,,,,,
Alpena,2017.0,St. Thomas,HDCI,3516.0,89.0,19.6,2.3,white bean,,White Navy,,,,,,,
Alpena,2017.0,Elora,HDCI,2872.0,101.3,19.7,1.5,white bean,,White Navy,,,,,,,
Alpena,2017.0,Auburn,HDCI,2788.0,104.3,17.2,1.8,white bean,,White Navy,,,,,,,
Alpena,2017.0,Woodstock,HDCI,2092.0,97.0,23.3,1.8,white bean,,White Navy,,,,,,,
Armada,2018.0,Exeter,ADMA,4337.0,111.0,24.2,1.6,white bean,,White Navy,,,,,,,
Armada,2018.0,St. Thomas,ADMA,4411.0,100.0,25.1,3.0,white bean,,White Navy,,,,,,,
Armada,2018.0,Elora,ADMA,3672.0,90.0,26.8,1.5,white bean,,White Navy,,,,,,,
Armada,2018.0,Woodstock,ADMA,4808.0,96.5,25.5,1.0,white bean,,White Navy,,,,,,,
Armada,2019.0,Auburn,ADMA,3565.0,96.8,21.5,2.0,white bean,,White Navy,,,,,,,
Armada,2019.0,Elora,ADMA,3196.0,102.5,26.8,1.8,white bean,,White Navy,,,,,,,
Armada,2019.0,Exeter,ADMA,3632.0,90.0,22.7,1.5,white bean,,White Navy,,,,,,,
Armada,2019.0,St. Thomas,ADMA,4640.0,83.0,23.6,2.8,white bean,,White Navy,,,,,,,
Armada,2019.0,Woodstock,ADMA,4137.0,100.0,23.2,1.5,white bean,,White Navy,,,,,,,
Armada,2019.0,Winchester,ADMA,4120.0,102.3,29.1,,white bean,,White Navy,,,,,,,
Armada,2020.0,Auburn,ADMA,4440.0,115.0,23.7,2.0,white bean,,White Navy,,,,,,,
Armada,2020.0,Elora,ADMA,2889.0,93.0,25.5,2.0,white bean,,White Navy,,,,,,,
Armada,2020.0,Exeter,ADMA,3450.0,98.5,22.2,2.5,white bean,,White Navy,,,,,,,
Armada,2020.0,Winchester,ADMA,3954.0,103.0,27.0,,white bean,,White Navy,,,,,,,
Armada,2020.0,St. Thomas,ADMA,5129.0,90.3,26.1,2.2,white bean,,White Navy,,,,,,,
Armada,2020.0,Woodstock,ADMA,2703.0,84.8,22.5,1.8,white bean,,White Navy,,,,,,,
Armada,2021.0,Winchester,ADMA,4257.0,113.0,21.8,1.7,white bean,,White Navy,,,,,,,
Armada,2021.0,Exeter,ADMA,2915.0,100.3,20.2,1.3,white bean,,White Navy,,,,,,,
Armada,2021.0,Auburn,ADMA,3669.0,95.5,20.7,1.5,white bean,,White Navy,,,,,,,
Armada,2022.0,Woodstock,ADMA,,89.0,24.375,2.0,white bean,,White Navy,,,,,,,
Armada,2022.0,Elora,ADMA,1946.56,95.0,27.275,2.125,white bean,,White Navy,,,,,,,
Armada,2022.0,Auburn,ADMA,3686.99,96.0,23.1725,1.5,white bean,,White Navy,,,,,,,
Armada,2022.0,Winchester,ADMA,4023.23,109.0,22.425,1.35,white bean,,White Navy,,,,,,,
Armada,2022.0,Woodstock,ADMA,,89.0,24.375,2.0,white bean,,White Navy,,,,,,,
Armada,2022.0,Exeter,ADMA,2642.84,86.5,25.8625,1.5,white bean,,White Navy,,,,,,,
Armada,2022.0,Auburn,ADMA,3686.99,96.0,23.1725,1.5,white bean,,White Navy,,,,,,,
Armada,2022.0,Elora,ADMA,1946.56,95.0,27.275,2.125,white bean,,White Navy,,,,,,,
Armada,2022.0,Exeter,ADMA,2642.84,86.5,25.8625,1.5,white bean,,White Navy,,,,,,,
Armada,2022.0,Winchester,ADMA,4023.23,109.0,22.425,1.35,white bean,,White Navy,,,,,,,
Armada,2023.0,Woodstock,ADMA,2280.0,94.3,21.4,2.3,white bean,,White Navy,,,,,,,
Armada,2023.0,Winchester,ADMA,4681.5,101.8,21.4,1.5,white bean,,White Navy,,,,,,,
Armada,2023.0,St. Thomas,ADMA,4649.6,90.5,24.7,2.0,white bean,,White Navy,,,,,,,
Armada,2023.0,Elora,ADMA,3588.9,109.0,22.6,1.6,white bean,,White Navy,,,,,,,
Armada,2023.0,Exeter,ADMA,4564.3,92.3,23.4,1.0,white bean,,White Navy,,,,,,,
Armada,2023.0,Auburn,ADMA,4672.4,95.0,21.8,1.6,white bean,,White Navy,,,,,,,
Armada,2024.0,Woodstock,ADMA,3163.8,92.3,20.4,2.1,white bean,,White Navy,,,,,,,
Armada,2024.0,Exeter,ADMA,2425.6,86.5,21.1,2.5,white bean,,White Navy,,,,,,,
Armada,2024.0,Elora,ADMA,3570.6,85.8,22.1,2.4,white bean,,White Navy,,,,,,,
Armada,2024.0,Blyth,ADMA,3980.9,81.3,22.6,3.5,white bean,,White Navy,,,,,,,
Armada,2024.0,Winchester,ADMA,4161.7,99.3,23.7,1.6,white bean,,White Navy,,,,,,,
Au Sable,2023.0,Woodstock,TVSC,1606.2,92.3,21.9,2.4,white bean,,White Navy,,,,,,,
Au Sable,2023.0,St. Thomas,TVSC,3759.8,83.5,22.3,1.3,white bean,,White Navy,,,,,,,
Au Sable,2023.0,Winchester,TVSC,3462.1,93.8,21.9,1.0,white bean,,White Navy,,,,,,,
Au Sable,2023.0,Auburn,TVSC,4160.3,91.0,21.5,1.9,white bean,,White Navy,,,,,,,
Au Sable,2023.0,Elora,TVSC,2604.3,105.3,23.7,2.1,white bean,,White Navy,,,,,,,
Au Sable,2023.0,Exeter,TVSC,4077.4,89.0,21.7,1.0,white bean,,White Navy,,,,,,,
Au Sable,2024.0,Exeter,TVSC,2154.1,86.3,19.6,2.3,white bean,,White Navy,,,,,,,
Au Sable,2024.0,Blyth,TVSC,3783.3,81.3,24.2,3.8,white bean,,White Navy,,,,,,,
Au Sable,2024.0,Woodstock,TVSC,2472.9,86.8,20.6,2.5,white bean,,White Navy,,,,,,,
Au Sable,2024.0,Elora,TVSC,2528.8,84.3,20.4,1.9,white bean,,White Navy,,,,,,,
Au Sable,2024.0,Winchester,TVSC,3727.1,91.3,22.4,1.6,white bean,,White Navy,,,,,,,
Beacon,2006.0,Kempton,TVSC,3535.22,89.0,20.98,,white bean,,White Navy,,,,,,,
Beacon,2006.0,Granton,TVSC,3547.11,94.0,20.7641,,white bean,,White Navy,,,,,,,
Beacon,2006.0,Elora,TVSC,2302.4,109.75,19.8176,,white bean,,White Navy,,,,,,,
Beacon,2006.0,Kippen,TVSC,4217.55,102.81,21.58,,white bean,,White Navy,,,,,,,
Crimson,2010.0,St. Thomas,FERB,3642.61,80.75,63.484,,coloured bean,,cranberry,,,,,,,
Crimson,2010.0,Kippen,FERB,2708.46,85.15,67.04,,coloured bean,,cranberry,,,,,,,
Crimson,2010.0,Thorndale,FERB,3081.0,93.0,64.2,,coloured bean,,cranberry,,,,,,,
Etna,2006.0,Kippen,HDCI,2731.84,88.37,53.54,,coloured bean,,cranberry,,,,,,,
Etna,2006.0,Monkton,HDCI,4099.46,94.75,56.7894,,coloured bean,,cranberry,,,,,,,
Etna,2006.0,Thorndale,HDCI,3594.0,98.0,59.8,,coloured bean,,cranberry,,,,,,,
Etna,2006.0,St. Thomas,HDCI,3653.95,92.0,61.45,,coloured bean,,cranberry,,,,,,,
Etna,2007.0,Kippen,HDCI,2648.29,87.75,52.66,,coloured bean,,cranberry,,,,,,,
Etna,2007.0,Thorndale,HDCI,2984.0,95.0,62.3,,coloured bean,,cranberry,,,,,,,
Etna,2008.0,St. Thomas,HDCI,3999.15,83.5,65.15,,coloured bean,,cranberry,,,,,,,
Etna,2008.0,Monkton,HDCI,3435.46,98.75,61.215,,coloured bean,,cranberry,,,,,,,
Etna,2008.0,Elora,HDCI,1902.34,99.92,59.9312,,coloured bean,,cranberry,,,,,,,
Etna,2008.0,Kippen,HDCI,2627.59,88.67,58.99,,coloured bean,,cranberry,,,,,,,
Etna,2008.0,Thorndale,HDCI,2883.0,97.0,72.5,,coloured bean,,cranberry,,,,,,,
Etna,2009.0,St. Thomas,HDCI,2335.77,87.25,68.525,,coloured bean,,cranberry,,,,,,,
Etna,2009.0,Thorndale,HDCI,1940.0,98.0,71.9,,coloured bean,,cranberry,,,,,,,
Etna,2009.0,Elora,HDCI,1748.15,106.5,60.828,,coloured bean,,cranberry,,,,,,,
Etna,2009.0,Kippen,HDCI,2810.31,91.92,62.51,,coloured bean,,cranberry,,,,,,,
Etna,2009.0,Monkton,HDCI,2677.72,99.0,60.085,,coloured bean,,cranberry,,,,,,,
Etna,2010.0,Kippen,HDCI,3057.19,81.79,58.98,,coloured bean,,cranberry,,,,,,,
Etna,2010.0,Thorndale,HDCI,3290.0,91.0,64.7,,coloured bean,,cranberry,,,,,,,
Etna,2010.0,St. Thomas,HDCI,3306.87,76.0,58.274,,coloured bean,,cranberry,,,,,,,
Etna,2011.0,Woodstock,HDCI,2586.0,98.0,73.0,,coloured bean,,cranberry,,,,,,,
Etna,2011.0,St. Thomas,HDCI,3496.0,78.0,61.0,,coloured bean,,cranberry,,,,,,,
Etna,2011.0,Monkton,HDCI,2725.0,95.0,,,coloured bean,,cranberry,,,,,,,
Etna,2011.0,Elora,HDCI,1598.0,86.0,58.0,,coloured bean,,cranberry,,,,,,,
Etna,2011.0,Kippen,HDCI,2565.0,99.0,70.0,,coloured bean,,cranberry,,,,,,,
Etna,2012.0,Kippen,HDCI,1840.9,93.5,59.5,,coloured bean,,cranberry,,,,,,,
Etna,2012.0,Elora,HDCI,1906.6,92.1,57.0,,coloured bean,,cranberry,,,,,,,
Etna,2012.0,Monkton,HDCI,3114.8,95.8,68.5,,coloured bean,,cranberry,,,,,,,
Etna,2012.0,St. Thomas,HDCI,3092.6,73.8,52.3,,coloured bean,,cranberry,,,,,,,
Etna,2013.0,St. Thomas,HDCI,3582.2,76.3,69.3,,coloured bean,,cranberry,,,,,,,
Etna,2013.0,Kippen,HDCI,3090.1,95.2,71.8,,coloured bean,,cranberry,,,,,,,
Etna,2013.0,Elora,HDCI,3465.5,99.6,72.23,,coloured bean,,cranberry,,,,,,,
Etna,2013.0,Monkton,HDCI,1890.5,78.5,66.55,,coloured bean,,cranberry,,,,,,,
Etna,2013.0,Woodstock,HDCI,2236.5,91.2,71.24,,coloured bean,,cranberry,,,,,,,
Etna,2014.0,Monkton,HDCI,3502.39,91.75,74.5,,coloured bean,,cranberry,,,,,,,
Etna,2014.0,Elora,HDCI,2938.77,103.5,59.2878,,coloured bean,,cranberry,,,,,,,
Etna,2014.0,Woodstock,HDCI,2350.62,96.0,66.403,,coloured bean,,cranberry,,,,,,,
Etna,2014.0,St. Thomas,HDCI,2833.95,81.0,68.2,,coloured bean,,cranberry,,,,,,,
Etna,2015.0,Kippen,HDCI,1828.12,97.0,62.6,,coloured bean,,cranberry,,,,,,,
Etna,2015.0,Elora,HDCI,2614.13,91.25,62.2,,coloured bean,,cranberry,,,,,,,
Etna,2015.0,St. Thomas,HDCI,2639.43,76.75,52.2,,coloured bean,,cranberry,,,,,,,
Etna,2015.0,Woodstock,HDCI,2262.29,94.25,51.9,,coloured bean,,cranberry,,,,,,,
Etna,2016.0,St. Thomas,HDCI,3159.25,82.0,64.4837,,coloured bean,,cranberry,,,,,,,
Etna,2016.0,Exeter,HDCI,2970.77,87.25,56.0675,,coloured bean,,cranberry,,,,,,,
Etna,2016.0,Elora,HDCI,1826.37,98.0,,,coloured bean,,cranberry,,,,,,,
Etna,2016.0,Woodstock,HDCI,1514.35,82.0,,,coloured bean,,cranberry,,,,,,,
Etna,2017.0,Woodstock,HDCI,1496.0,89.7,56.2,,coloured bean,,cranberry,,,,,,,
Etna,2017.0,St. Thomas,HDCI,3330.0,78.8,64.1,,coloured bean,,cranberry,,,,,,,
Etna,2017.0,Elora,HDCI,1804.0,91.5,64.7,,coloured bean,,cranberry,,,,,,,
Etna,2018.0,Woodstock,HDCI,4181.0,94.5,70.0,,coloured bean,,cranberry,,,,,,,
Etna,2018.0,Exeter,HDCI,917.0,101.8,60.9,,coloured bean,,cranberry,,,,,,,
Etna,2018.0,Elora,HDCI,1670.0,79.8,75.1,,coloured bean,,cranberry,,,,,,,
Etna,2018.0,St. Thomas,HDCI,4012.0,90.5,76.2,,coloured bean,,cranberry,,,,,,,
Etna,2019.0,St. Thomas,HDCI,2594.0,66.5,63.0,,coloured bean,,cranberry,,,,,,,
Etna,2019.0,Woodstock,HDCI,2784.0,92.8,63.3,,coloured bean,,cranberry,,,,,,,
Etna,2019.0,Elora,HDCI,2621.0,90.8,58.5,,coloured bean,,cranberry,,,,,,,
Etna,2019.0,Exeter,HDCI,1808.0,88.8,68.9,,coloured bean,,cranberry,,,,,,,
Etna,2020.0,Elora,HDCI,1694.0,73.5,66.6,,coloured bean,,cranberry,,,,,,,
Etna,2020.0,Exeter,HDCI,2087.0,87.3,57.8,,coloured bean,,cranberry,,,,,,,
Etna,2020.0,Woodstock,HDCI,1781.0,79.3,57.3,,coloured bean,,cranberry,,,,,,,
Etna,2020.0,St. Thomas,HDCI,2283.0,84.3,64.5,,coloured bean,,cranberry,,,,,,,
Etna,2021.0,Woodstock,HDCI,2134.0,75.3,65.9,,coloured bean,,cranberry,,,,,,,
Etna,2021.0,St. Thomas,HDCI,1609.0,71.3,53.0,,coloured bean,,cranberry,,,,,,,
Etna,2021.0,Exeter,HDCI,2896.0,85.0,60.1,,coloured bean,,cranberry,,,,,,,
Etna,2022.0,Woodstock,HDCI,1892.8,75.5,56.475,,coloured bean,,cranberry,,,,,,,
Etna,2022.0,Elora,HDCI,1377.75,76.25,52.875,,coloured bean,,cranberry,,,,,,,
Etna,2022.0,St. Thomas,HDCI,2042.05,95.75,60.0,,coloured bean,,cranberry,,,,,,,
Etna,2023.0,Elora,HDCI,3533.0,92.5,68.1,,coloured bean,,cranberry,,,,,,,
Etna,2023.0,Exeter,HDCI,2934.6,88.3,67.2,,coloured bean,,cranberry,,,,,,,
Etna,2023.0,St. Thomas,HDCI,2974.8,81.3,67.3,,coloured bean,,cranberry,,,,,,,
Etna,2023.0,Woodstock,HDCI,,74.8,55.2,,coloured bean,,cranberry,,,,,,,
Etna,2024.0,Elora,HDCI,2265.6,79.8,62.2,,coloured bean,,cranberry,,,,,,,
Etna,2024.0,Exeter,HDCI,1689.9,83.0,55.0,,coloured bean,,cranberry,,,,,,,
Etna,2024.0,Woodstock,HDCI,2595.8,83.5,58.3,,coloured bean,,cranberry,,,,,,,
Hooter,2005.0,Thorndale,COOK,1960.0,99.0,56.9,,coloured bean,,cranberry,,,,,,,
Hooter,2005.0,St. Thomas,COOK,4277.42,92.5,66.275,,coloured bean,,cranberry,,,,,,,
Hooter,2005.0,Kippen,COOK,1852.27,97.0,64.42,,coloured bean,,cranberry,,,,,,,
Hooter,2006.0,Kippen,COOK,3114.0,108.75,56.7,,coloured bean,,cranberry,,,,,,,
Hooter,2006.0,Monkton,COOK,4371.51,104.0,59.5726,,coloured bean,,cranberry,,,,,,,
Hooter,2006.0,St. Thomas,COOK,2407.98,99.5,70.225,,coloured bean,,cranberry,,,,,,,
Hooter,2006.0,Thorndale,COOK,3302.0,105.0,61.5,,coloured bean,,cranberry,,,,,,,
Hooter,2007.0,Kippen,COOK,3052.54,95.25,57.48,,coloured bean,,cranberry,,,,,,,
Hooter,2007.0,Thorndale,COOK,2915.0,101.0,60.4,,coloured bean,,cranberry,,,,,,,
Hooter,2008.0,St. Thomas,COOK,3038.55,90.25,70.65,,coloured bean,,cranberry,,,,,,,
Blast,2020.0,Auburn,HDCI,3105.0,116.3,22.1,3.1,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2020.0,Elora,HDCI,3101.0,92.0,23.2,1.5,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2020.0,Exeter,HDCI,3823.0,99.5,22.2,1.8,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2020.0,St. Thomas,HDCI,5711.0,98.0,23.0,2.3,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2020.0,Winchester,HDCI,4260.0,103.0,24.0,,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2020.0,Woodstock,HDCI,2666.0,91.0,22.2,1.5,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2021.0,Exeter,HDCI,3354.0,97.5,19.5,1.8,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2021.0,Auburn,HDCI,3902.0,95.0,19.6,1.3,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2021.0,Winchester,HDCI,4746.0,110.8,20.2,2.5,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2022.0,Elora,HDCI,1856.59,91.0,23.525,1.75,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2022.0,Auburn,HDCI,3710.22,97.75,21.8425,2.5,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2022.0,Woodstock,HDCI,,90.75,23.05,1.875,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2022.0,Winchester,HDCI,3622.32,109.25,19.5,1.8,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2022.0,Woodstock,HDCI,,90.75,23.05,1.875,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2022.0,Exeter,HDCI,2408.86,92.0,22.3575,1.5,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2022.0,Elora,HDCI,1856.59,91.0,23.525,1.75,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2022.0,Auburn,HDCI,3710.22,97.75,21.8425,2.5,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2022.0,Exeter,HDCI,2408.86,92.0,22.3575,1.5,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2022.0,Winchester,HDCI,3622.32,109.25,19.5,1.8,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2023.0,Woodstock,HDCI,3315.4,103.5,22.5,2.4,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2023.0,Winchester,HDCI,5060.9,102.3,22.5,1.7,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2023.0,St. Thomas,HDCI,4402.4,91.5,22.7,2.3,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2023.0,Exeter,HDCI,5133.5,95.8,23.1,1.0,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2023.0,Auburn,HDCI,4518.6,97.3,21.0,3.1,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2023.0,Elora,HDCI,4069.4,112.8,23.0,2.1,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2024.0,Woodstock,HDCI,2997.2,91.3,20.6,2.6,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2024.0,Exeter,HDCI,3276.6,88.0,22.0,1.8,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2024.0,Elora,HDCI,2855.4,84.5,20.8,2.3,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2024.0,Blyth,HDCI,3804.1,86.3,22.2,3.8,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blast,2024.0,Winchester,HDCI,5059.4,100.0,22.2,2.1,white bean,2023.0,White Navy,R,R,,,R,S,W11WE194/Indi
Blizzard,2014.0,Blyth,"PROV, ADMA",4457.01,125.0,20.4551,,white bean,,White Navy,,,,,,,
Blizzard,2014.0,Woodstock,"PROV, ADMA",3480.11,106.5,20.0,2.75,white bean,,White Navy,,,,,,,
Blizzard,2014.0,Elora,"PROV, ADMA",3737.27,112.25,21.3746,2.375,white bean,,White Navy,,,,,,,
Blizzard,2014.0,St. Thomas,"PROV, ADMA",2941.48,94.5,15.7,2.75,white bean,,White Navy,,,,,,,
Blizzard,2014.0,Harrow-Blyth,"PROV, ADMA",4008.66,92.25,21.8,3.25,white bean,,White Navy,,,,,,,
Blizzard,2015.0,Blyth,"PROV, ADMA",3806.55,117.0,22.84,2.5,white bean,,White Navy,,,,,,,
Blizzard,2015.0,Elora,"PROV, ADMA",3240.97,103.0,20.49,3.0,white bean,,White Navy,,,,,,,
Blizzard,2015.0,Woodstock,"PROV, ADMA",3155.09,105.0,23.53,2.0,white bean,,White Navy,,,,,,,
Blizzard,2015.0,Kippen,"PROV, ADMA",3671.08,115.0,19.61,2.67,white bean,,White Navy,,,,,,,
Blizzard,2016.0,St. Thomas,"PROV, ADMA",4344.29,96.0,23.3,3.25,white bean,,White Navy,,,,,,,
Blizzard,2016.0,Blyth,"PROV, ADMA",3578.25,102.25,22.725,2.0,white bean,,White Navy,,,,,,,
Blizzard,2016.0,Woodstock,"PROV, ADMA",1390.21,101.25,,2.5,white bean,,White Navy,,,,,,,
Blizzard,2016.0,Exeter,"PROV, ADMA",2578.87,95.0,17.035,2.125,white bean,,White Navy,,,,,,,
Blizzard,2016.0,Elora,"PROV, ADMA",3606.61,111.0,,3.0,white bean,,White Navy,,,,,,,
Blizzard,2018.0,Exeter,"PROV, ADMA",3846.0,113.8,23.0,2.1,white bean,,White Navy,,,,,,,
Blizzard,2018.0,St. Thomas,"PROV, ADMA",4312.0,101.5,23.1,3.5,white bean,,White Navy,,,,,,,
Blizzard,2018.0,Elora,"PROV, ADMA",3259.0,95.5,23.3,2.4,white bean,,White Navy,,,,,,,
Blizzard,2018.0,Woodstock,"PROV, ADMA",4512.0,99.0,23.1,1.8,white bean,,White Navy,,,,,,,
Blizzard,2019.0,Auburn,"PROV, ADMA",3402.0,96.0,20.4,1.5,white bean,,White Navy,,,,,,,
Blizzard,2019.0,Elora,"PROV, ADMA",2915.0,102.0,25.9,1.4,white bean,,White Navy,,,,,,,
Blizzard,2019.0,Exeter,"PROV, ADMA",3582.0,88.8,20.9,1.5,white bean,,White Navy,,,,,,,
Blizzard,2019.0,St. Thomas,"PROV, ADMA",4824.0,84.5,22.2,3.1,white bean,,White Navy,,,,,,,
Blizzard,2019.0,Winchester,"PROV, ADMA",3993.0,102.3,26.8,,white bean,,White Navy,,,,,,,
Blizzard,2019.0,Woodstock,"PROV, ADMA",3743.0,99.5,22.9,1.3,white bean,,White Navy,,,,,,,
Blizzard,2020.0,Auburn,"PROV, ADMA",3742.0,115.0,20.3,2.5,white bean,,White Navy,,,,,,,
Blizzard,2020.0,Elora,"PROV, ADMA",2838.0,88.5,22.7,2.1,white bean,,White Navy,,,,,,,
Blizzard,2020.0,Exeter,"PROV, ADMA",3689.0,96.8,19.9,1.8,white bean,,White Navy,,,,,,,
Blizzard,2020.0,St. Thomas,"PROV, ADMA",5205.0,91.3,23.1,2.0,white bean,,White Navy,,,,,,,
Blizzard,2020.0,Winchester,"PROV, ADMA",4099.0,103.0,24.3,,white bean,,White Navy,,,,,,,
Blizzard,2020.0,Woodstock,"PROV, ADMA",2679.0,83.3,19.2,1.3,white bean,,White Navy,,,,,,,
Blizzard,2021.0,Winchester,"PROV, ADMA",4079.0,111.5,19.8,1.7,white bean,,White Navy,,,,,,,
Blizzard,2021.0,Exeter,"PROV, ADMA",3553.0,98.5,19.2,1.4,white bean,,White Navy,,,,,,,
Blizzard,2021.0,Auburn,"PROV, ADMA",4029.0,97.0,19.1,1.5,white bean,,White Navy,,,,,,,
Blizzard,2022.0,Auburn,"PROV, ADMA",3487.05,94.5,19.2175,2.0,white bean,,White Navy,,,,,,,
Blizzard,2022.0,Elora,"PROV, ADMA",2001.46,93.75,22.6,1.5,white bean,,White Navy,,,,,,,
Blizzard,2022.0,Woodstock,"PROV, ADMA",,87.75,20.675,1.75,white bean,,White Navy,,,,,,,
Blizzard,2022.0,Winchester,"PROV, ADMA",3709.47,108.0,19.825,1.275,white bean,,White Navy,,,,,,,
Blizzard,2022.0,Exeter,"PROV, ADMA",2523.23,88.25,20.59,2.0,white bean,,White Navy,,,,,,,
Blizzard,2022.0,Elora,"PROV, ADMA",2001.46,93.75,22.6,1.5,white bean,,White Navy,,,,,,,
Blizzard,2022.0,Auburn,"PROV, ADMA",3487.05,94.5,19.2175,2.0,white bean,,White Navy,,,,,,,
Blizzard,2022.0,Woodstock,"PROV, ADMA",,87.75,20.675,1.75,white bean,,White Navy,,,,,,,
Blizzard,2022.0,Winchester,"PROV, ADMA",3709.47,108.0,19.825,1.275,white bean,,White Navy,,,,,,,
Blizzard,2022.0,Exeter,"PROV, ADMA",2523.23,88.25,20.59,2.0,white bean,,White Navy,,,,,,,
Blizzard,2023.0,St. Thomas,"PROV, ADMA",3907.3,87.5,21.7,1.8,white bean,,White Navy,,,,,,,
