Name,Grow Year,Location,Distributor,Yield,Maturity,Seed Size,Harvestability,bean_type,Released Year,Market Class,Common Mosaic Virus R1,Common Mosaic Virus R15,Anthracnose R17,Anthracnose R23,Anthracnose R73,Common Blight,Pedigree
Red Hawk,2013.0,Monkton,TVSC,1986.7,85.8,62.18,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2013.0,Kippen,TVSC,2529.0,101.0,55.9,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2014.0,Monkton,TVSC,3368.08,100.5,66.7,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2014.0,Elora,TVSC,2418.94,113.0,71.8515,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2014.0,St. Thomas,TVSC,2828.33,85.5,54.6,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2014.0,Woodstock,TVSC,2171.98,103.5,56.7695,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2015.0,Woodstock,TVSC,1874.54,97.5,48.3,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2015.0,Kippen,TVSC,1563.56,100.25,58.2,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2015.0,Elora,TVSC,1878.87,93.0,54.9,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2015.0,St. Thomas,TVSC,1736.8,77.25,48.5,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2016.0,St. Thomas,TVSC,3158.23,86.25,53.1738,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2016.0,Exeter,TVSC,2736.92,87.0,49.1475,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2016.0,Elora,TVSC,1730.29,94.25,,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2016.0,Woodstock,TVSC,1471.85,81.75,,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2017.0,Woodstock,TVSC,1345.0,92.0,52.2,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2017.0,St. Thomas,TVSC,2507.0,82.8,54.5,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2017.0,Elora,TVSC,1859.0,93.8,54.2,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2018.0,Woodstock,TVSC,3324.0,94.8,67.5,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2018.0,St. Thomas,TVSC,3090.0,88.0,62.3,,coloured bean,,Dark Red Kidney,,,,,,,
OAC 07-1,2007.0,Kippen,OACG,3294.23,97.07,21.5,,white bean,,White Navy,,,,,,,
OAC 07-3,2007.0,Kippen,OACG,3565.88,94.13,22.98,,white bean,,White Navy,,,,,,,
OAC 07-3,2008.0,Kippen,OACG,4001.84,100.69,22.14,,white bean,,White Navy,,,,,,,
OAC 07-3,2008.0,St. Thomas,OACG,3775.73,90.67,20.867,,white bean,,White Navy,,,,,,,
OAC 07-3,2008.0,Elora,OACG,1901.29,110.69,23.2342,,white bean,,White Navy,,,,,,,
OAC 07-3,2008.0,Brussels,OACG,5389.22,108.56,24.04,,white bean,,White Navy,,,,,,,
OAC 07-3,2009.0,Blyth,OACG,3952.99,107.839,22.8139,,white bean,,White Navy,,,,,,,
OAC 07-3,2009.0,Elora,OACG,1412.15,116.442,20.9,,white bean,,White Navy,,,,,,,
OAC 07-3,2009.0,Kippen,OACG,3547.06,102.574,25.1343,,white bean,,White Navy,,,,,,,
OAC 07-3,2010.0,St. Thomas,OACG,3902.56,81.4445,23.9646,,white bean,,White Navy,,,,,,,
OAC 07-3,2010.0,Blyth,OACG,3888.91,98.5836,24.7607,,white bean,,White Navy,,,,,,,
OAC 07-3,2010.0,Elora,OACG,3179.68,106.033,21.7898,,white bean,,White Navy,,,,,,,
OAC 07-3,2010.0,Kippen,OACG,4151.32,92.1375,24.3565,,white bean,,White Navy,,,,,,,
OAC 07-3,2010.0,Granton,OACG,2292.31,99.7801,22.147,,white bean,,White Navy,,,,,,,
OAC 07-3,2010.0,Woodstock,OACG,4356.93,106.731,25.999,,white bean,,White Navy,,,,,,,
OAC 07-4,2007.0,Kippen,OACG,3543.27,93.11,24.74,,white bean,,White Navy,,,,,,,
OAC 07-4,2008.0,Kippen,OACG,3660.55,95.23,20.84,,white bean,,White Navy,,,,,,,
OAC 07-4,2008.0,St. Thomas,OACG,3008.0,92.33,20.867,,white bean,,White Navy,,,,,,,
OAC 07-4,2008.0,Elora,OACG,2383.03,107.91,21.425,,white bean,,White Navy,,,,,,,
OAC 07-4,2008.0,Brussels,OACG,4781.83,107.46,23.78,,white bean,,White Navy,,,,,,,
OAC 07-4,2009.0,Blyth,OACG,3497.57,102.148,20.8008,,white bean,,White Navy,,,,,,,
OAC 07-4,2009.0,Elora,OACG,2158.1,108.478,19.5,,white bean,,White Navy,,,,,,,
OAC 07-4,2009.0,Kippen,OACG,3516.61,97.0024,24.716,,white bean,,White Navy,,,,,,,
Red Hawk,2018.0,Elora,TVSC,1591.0,85.0,71.3,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2018.0,Exeter,TVSC,1002.0,96.3,50.1,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2019.0,St. Thomas,TVSC,2040.0,70.0,58.0,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2019.0,Woodstock,TVSC,2105.0,93.0,54.2,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2019.0,Elora,TVSC,2197.0,93.0,56.2,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2019.0,Exeter,TVSC,1968.0,90.3,58.5,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2020.0,St. Thomas,TVSC,3165.0,92.7,58.6,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2020.0,Elora,TVSC,1972.0,80.3,50.1,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2020.0,Exeter,TVSC,1979.0,87.0,50.4,,coloured bean,,Dark Red Kidney,,,,,,,
OAC 08-1,2008.0,Brussels,OACG,3561.04,94.05,21.42,,white bean,,White Navy,,,,,,,
OAC 08-1,2008.0,Kippen,OACG,2795.74,89.81,20.04,,white bean,,White Navy,,,,,,,
OAC 08-1,2008.0,St. Thomas,OACG,3377.27,86.0,20.067,,white bean,,White Navy,,,,,,,
OAC 08-1,2008.0,Elora,OACG,2266.36,100.49,18.9432,,white bean,,White Navy,,,,,,,
OAC 08-2,2008.0,St. Thomas,OACG,4128.63,94.0,16.6,,white bean,,White Navy,,,,,,,
OAC 08-2,2008.0,Kippen,OACG,3621.12,104.19,16.75,,white bean,,White Navy,,,,,,,
OAC 08-2,2008.0,Brussels,OACG,4543.57,107.88,16.98,,white bean,,White Navy,,,,,,,
OAC 08-2,2008.0,Elora,OACG,1653.06,114.38,15.809,,white bean,,White Navy,,,,,,,
OAC 09-1,2009.0,Blyth,OACG,3160.73,104.192,16.574,,white bean,,White Navy,,,,,,,
OAC 09-1,2009.0,Elora,OACG,1928.24,116.648,17.4,,white bean,,White Navy,,,,,,,
OAC 09-1,2009.0,Kippen,OACG,3095.25,93.8221,18.1593,,white bean,,White Navy,,,,,,,
OAC 09-2,2009.0,Blyth,OACG,2815.22,106.681,17.0312,,white bean,,White Navy,,,,,,,
OAC 09-2,2009.0,Elora,OACG,1452.77,115.182,16.1,,white bean,,White Navy,,,,,,,
OAC 09-2,2009.0,Kippen,OACG,3250.12,97.2348,18.2571,,white bean,,White Navy,,,,,,,
OAC 09-3,2009.0,Blyth,OACG,3370.95,111.354,18.9075,,white bean,,White Navy,,,,,,,
OAC 09-3,2009.0,Kippen,OACG,3401.22,101.624,21.1093,,white bean,,White Navy,,,,,,,
OAC 09-3,2009.0,Elora,OACG,2253.93,117.617,18.3,,white bean,,White Navy,,,,,,,
OAC 09-3,2010.0,St. Thomas,OACG,4011.93,84.6094,20.5093,,white bean,,White Navy,,,,,,,
OAC 09-3,2010.0,Blyth,OACG,3794.78,96.2387,22.4579,,white bean,,White Navy,,,,,,,
OAC 09-3,2010.0,Granton,OACG,2470.02,96.8118,20.8227,,white bean,,White Navy,,,,,,,
OAC 09-3,2010.0,Elora,OACG,3156.71,109.55,19.6098,,white bean,,White Navy,,,,,,,
OAC 09-3,2010.0,Kippen,OACG,4087.95,93.1525,21.7973,,white bean,,White Navy,,,,,,,
OAC 09-3,2010.0,Woodstock,OACG,4582.24,107.984,22.1817,,white bean,,White Navy,,,,,,,
OAC 20-1,2020.0,Auburn,OACG,3911.0,115.3,21.7,2.4,white bean,,White Navy,,,,,,,
OAC 20-1,2020.0,Exeter,OACG,3073.0,103.3,22.3,1.3,white bean,,White Navy,,,,,,,
OAC 20-1,2020.0,Elora,OACG,3280.0,88.8,24.3,2.1,white bean,,White Navy,,,,,,,
OAC 20-1,2020.0,St. Thomas,OACG,5001.0,92.3,23.5,2.0,white bean,,White Navy,,,,,,,
OAC 20-1,2020.0,Winchester,OACG,3543.0,102.8,25.3,,white bean,,White Navy,,,,,,,
OAC 20-1,2020.0,Woodstock,OACG,2208.0,89.5,23.3,1.6,white bean,,White Navy,,,,,,,
OAC 20-2,2020.0,Auburn,OACG,3584.0,118.0,21.6,3.1,white bean,,White Navy,,,,,,,
OAC 20-2,2020.0,Elora,OACG,2827.0,90.3,21.5,2.6,white bean,,White Navy,,,,,,,
OAC 20-2,2020.0,Exeter,OACG,3725.0,104.8,21.4,3.0,white bean,,White Navy,,,,,,,
OAC 20-2,2020.0,St. Thomas,OACG,4836.0,96.0,22.7,2.7,white bean,,White Navy,,,,,,,
OAC 20-2,2020.0,Woodstock,OACG,2595.0,92.3,21.7,2.5,white bean,,White Navy,,,,,,,
OAC 20-2,2020.0,Winchester,OACG,3943.0,100.3,23.8,,white bean,,White Navy,,,,,,,
OAC 20-4,2020.0,Auburn,OACG,3801.0,118.3,19.2,3.0,white bean,,White Navy,,,,,,,
OAC 20-4,2020.0,Elora,OACG,2687.0,98.0,21.8,1.4,white bean,,White Navy,,,,,,,
OAC 20-4,2020.0,Exeter,OACG,3452.0,100.5,19.2,1.8,white bean,,White Navy,,,,,,,
OAC 20-4,2020.0,St. Thomas,OACG,4982.0,98.7,21.1,2.8,white bean,,White Navy,,,,,,,
OAC 20-4,2020.0,Winchester,OACG,3965.0,104.3,22.0,,white bean,,White Navy,,,,,,,
OAC 20-4,2020.0,Woodstock,OACG,2770.0,93.2,19.9,1.4,white bean,,White Navy,,,,,,,
OAC 20-5,2020.0,Auburn,OACG,3304.0,115.0,21.3,1.9,white bean,,White Navy,,,,,,,
OAC 20-5,2020.0,Elora,OACG,2963.0,97.3,23.3,1.9,white bean,,White Navy,,,,,,,
OAC 20-5,2020.0,Exeter,OACG,3138.0,101.8,22.4,1.5,white bean,,White Navy,,,,,,,
OAC 20-5,2020.0,Winchester,OACG,3550.0,102.3,24.5,,white bean,,White Navy,,,,,,,
OAC 20-5,2020.0,St. Thomas,OACG,4607.0,92.7,23.1,1.8,white bean,,White Navy,,,,,,,
OAC 20-5,2020.0,Woodstock,OACG,2267.0,90.8,22.5,1.6,white bean,,White Navy,,,,,,,
Red Hawk,2020.0,Woodstock,TVSC,1874.0,89.0,48.0,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2021.0,Woodstock,TVSC,1755.0,83.3,58.6,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2021.0,Exeter,TVSC,1960.0,85.8,51.7,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2021.0,St. Thomas,TVSC,1273.0,78.3,49.7,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2022.0,Woodstock,TVSC,2087.76,82.75,54.95,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2022.0,Elora,TVSC,1333.47,77.25,50.95,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2022.0,St. Thomas,TVSC,1838.11,95.25,58.1,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2023.0,St. Thomas,TVSC,1516.7,84.0,58.0,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2023.0,Elora,TVSC,2795.9,99.0,63.4,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2023.0,Exeter,TVSC,2393.4,90.0,55.0,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2023.0,Woodstock,TVSC,,79.5,51.0,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2024.0,Elora,TVSC,1629.6,80.5,53.2,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2024.0,Exeter,TVSC,1917.5,87.0,49.9,,coloured bean,,Dark Red Kidney,,,,,,,
Red Hawk,2024.0,Woodstock,TVSC,2455.9,89.0,52.4,,coloured bean,,Dark Red Kidney,,,,,,,
Red Rover,2008.0,Monkton,TVSC,3031.22,93.25,56.67,,coloured bean,,Dark Red Kidney,,,,,,,
Red Rover,2008.0,Kippen,TVSC,2027.53,86.06,56.87,,coloured bean,,Dark Red Kidney,,,,,,,
Red Rover,2008.0,Thorndale,TVSC,2921.0,99.0,67.9,,coloured bean,,Dark Red Kidney,,,,,,,
Red Rover,2008.0,Elora,TVSC,1637.99,89.72,57.9973,,coloured bean,,Dark Red Kidney,,,,,,,
Red Rover,2008.0,St. Thomas,TVSC,2704.12,83.5,60.325,,coloured bean,,Dark Red Kidney,,,,,,,
Red Rover,2009.0,Monkton,TVSC,2222.68,97.0,55.355,,coloured bean,,Dark Red Kidney,,,,,,,
Red Rover,2009.0,Elora,TVSC,1372.3,102.25,53.8012,,coloured bean,,Dark Red Kidney,,,,,,,
Red Rover,2009.0,St. Thomas,TVSC,2155.48,83.25,59.875,,coloured bean,,Dark Red Kidney,,,,,,,
Red Rover,2009.0,Thorndale,TVSC,1754.0,96.0,62.5,,coloured bean,,Dark Red Kidney,,,,,,,
Red Rover,2009.0,Kippen,TVSC,2208.93,92.67,61.14,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2005.0,Thorndale,HDCI,2157.0,90.0,52.6,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2005.0,St. Thomas,HDCI,4213.05,92.5,57.95,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2005.0,Kippen,HDCI,1764.14,97.0,54.92,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2006.0,Thorndale,HDCI,3383.0,104.0,55.8,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2006.0,Monkton,HDCI,3542.02,104.0,53.3103,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2006.0,Kippen,HDCI,2914.32,107.21,50.03,,coloured bean,,Dark Red Kidney,,,,,,,
OAC 21-1,2021.0,Exeter,OACG,2755.0,96.3,18.7,3.3,white bean,,White Navy,,,,,,,
OAC 21-1,2021.0,Winchester,OACG,4034.0,112.0,19.3,3.5,white bean,,White Navy,,,,,,,
OAC 21-1,2021.0,Auburn,OACG,3310.0,93.0,19.3,2.8,white bean,,White Navy,,,,,,,
OAC 21-2,2021.0,Winchester,OACG,4287.0,112.0,19.7,3.1,white bean,,White Navy,,,,,,,
OAC 21-2,2021.0,Exeter,OACG,2639.0,97.0,19.2,3.0,white bean,,White Navy,,,,,,,
OAC 21-2,2021.0,Auburn,OACG,3223.0,93.3,18.6,3.0,white bean,,White Navy,,,,,,,
OAC 21-3,2021.0,Winchester,OACG,4043.0,113.0,19.4,1.7,white bean,,White Navy,,,,,,,
OAC 21-3,2021.0,Exeter,OACG,3586.0,107.3,18.7,1.3,white bean,,White Navy,,,,,,,
OAC 21-3,2021.0,Auburn,OACG,3743.0,99.0,19.0,1.0,white bean,,White Navy,,,,,,,
OAC 21-3,2022.0,Winchester,OACG,3607.69,110.25,18.9009,1.4667,white bean,,White Navy,,,,,,,
OAC 21-3,2022.0,Woodstock,OACG,,92.75,22.4,2.5,white bean,,White Navy,,,,,,,
OAC 21-3,2022.0,Elora,OACG,1608.08,92.5,23.475,1.375,white bean,,White Navy,,,,,,,
OAC 21-3,2022.0,Auburn,OACG,3418.92,99.5,21.1575,2.5,white bean,,White Navy,,,,,,,
OAC 21-3,2022.0,Exeter,OACG,2345.86,100.5,21.655,1.25,white bean,,White Navy,,,,,,,
OAC 21-3,2022.0,Winchester,OACG,3607.69,110.25,18.9009,1.4667,white bean,,White Navy,,,,,,,
OAC 21-3,2022.0,Woodstock,OACG,,92.75,22.4,2.5,white bean,,White Navy,,,,,,,
OAC 21-3,2022.0,Elora,OACG,1608.08,92.5,23.475,1.375,white bean,,White Navy,,,,,,,
OAC 21-3,2022.0,Auburn,OACG,3418.92,99.5,21.1575,2.5,white bean,,White Navy,,,,,,,
OAC 21-3,2022.0,Exeter,OACG,2345.86,100.5,21.655,1.25,white bean,,White Navy,,,,,,,
OAC 21-3,2023.0,Woodstock,OACG,2731.1,99.3,22.1,2.5,white bean,,White Navy,,,,,,,
OAC 21-3,2023.0,Winchester,OACG,4305.2,98.3,22.1,1.4,white bean,,White Navy,,,,,,,
OAC 21-3,2023.0,St. Thomas,OACG,4778.8,90.3,21.4,2.0,white bean,,White Navy,,,,,,,
OAC 21-3,2023.0,Elora,OACG,3328.8,110.3,22.6,1.1,white bean,,White Navy,,,,,,,
OAC 21-3,2023.0,Exeter,OACG,4385.8,94.3,21.6,1.0,white bean,,White Navy,,,,,,,
OAC 21-3,2023.0,Auburn,OACG,4221.7,94.8,21.0,2.0,white bean,,White Navy,,,,,,,
OAC 21-5,2021.0,Winchester,OACG,3783.0,113.5,21.4,2.1,white bean,,White Navy,,,,,,,
OAC 21-5,2021.0,Auburn,OACG,3705.0,102.8,21.3,2.0,white bean,,White Navy,,,,,,,
OAC 21-5,2021.0,Exeter,OACG,3242.0,108.0,20.0,2.0,white bean,,White Navy,,,,,,,
OAC 21-6,2021.0,Winchester,OACG,4157.0,113.0,20.6,3.1,white bean,,White Navy,,,,,,,
OAC 21-6,2021.0,Auburn,OACG,3536.0,102.0,20.3,2.0,white bean,,White Navy,,,,,,,
OAC 21-6,2021.0,Exeter,OACG,2831.0,107.0,18.9,2.3,white bean,,White Navy,,,,,,,
AC Calmont,2006.0,St. Thomas,HDCI,2710.98,101.25,57.8,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2007.0,Kippen,HDCI,2663.8,93.5,48.17,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2007.0,Thorndale,HDCI,2184.0,101.0,51.5,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2008.0,St. Thomas,HDCI,3142.75,88.75,62.375,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2008.0,Monkton,HDCI,3310.53,98.75,55.29,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2008.0,Elora,HDCI,2484.38,105.61,59.1768,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2008.0,Kippen,HDCI,2755.38,95.66,59.53,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2008.0,Thorndale,HDCI,2450.0,106.0,65.5,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2009.0,St. Thomas,HDCI,2585.35,93.0,58.55,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2009.0,Kippen,HDCI,2840.39,95.64,59.1,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2009.0,Thorndale,HDCI,2328.0,102.0,60.1,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2009.0,Elora,HDCI,1817.08,115.0,58.7361,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2009.0,Monkton,HDCI,2780.85,103.0,51.725,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2010.0,Kippen,HDCI,2578.64,96.81,52.43,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2010.0,St. Thomas,HDCI,3530.96,81.75,54.311,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2010.0,Thorndale,HDCI,3034.0,95.0,60.0,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2011.0,Woodstock,HDCI,2133.0,110.0,65.0,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2011.0,Monkton,HDCI,2873.0,93.0,,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2011.0,St. Thomas,HDCI,3426.0,87.0,58.0,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2011.0,Kippen,HDCI,2412.0,109.0,58.0,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2011.0,Elora,HDCI,1318.0,92.0,57.0,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2012.0,Kippen,HDCI,1290.0,104.6,54.2,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2012.0,St. Thomas,HDCI,3147.1,85.1,54.8,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2012.0,Monkton,HDCI,2648.2,98.0,58.7,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2012.0,Elora,HDCI,1986.1,96.8,61.3,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2013.0,St. Thomas,HDCI,2059.3,85.5,58.0,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2013.0,Monkton,HDCI,1638.9,88.3,62.65,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2013.0,Elora,HDCI,2768.3,114.3,72.44,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2013.0,Kippen,HDCI,2806.2,103.7,60.8,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2013.0,Woodstock,HDCI,1676.8,106.2,63.34,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2014.0,Monkton,HDCI,3536.8,107.0,74.3,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2014.0,Woodstock,HDCI,1967.75,106.75,60.6513,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2014.0,St. Thomas,HDCI,2936.5,90.0,57.8,,coloured bean,,Dark Red Kidney,,,,,,,
AC Calmont,2014.0,Elora,HDCI,2677.32,114.75,63.9512,,coloured bean,,Dark Red Kidney,,,,,,,
OAC 22-1,2022.0,Winchester,OACG,2843.49,110.04,19.2046,2.1667,white bean,,Light Red Kidney,,,,,,,B13HR326/ACUG 15-4
OAC 22-1,2022.0,Woodstock,OACG,,91.0,22.925,2.0,white bean,,Light Red Kidney,,,,,,,B13HR326/ACUG 15-4
OAC 22-1,2022.0,Elora,OACG,1728.16,94.75,23.35,2.25,white bean,,White Navy,,,,,,,B13HR326/ACUG 15-4
OAC 22-1,2022.0,Auburn,OACG,3380.27,99.5,20.735,2.75,white bean,,White Navy,,,,,,,B13HR326/ACUG 15-4
OAC 22-1,2022.0,Exeter,OACG,2594.78,93.25,21.66,3.0,white bean,,White Navy,,,,,,,B13HR326/ACUG 15-4
OAC 22-1,2022.0,Woodstock,OACG,,91.0,22.925,2.0,white bean,,White Navy,,,,,,,B13HR326/ACUG 15-4
OAC 22-1,2022.0,Auburn,OACG,3380.27,99.5,20.735,2.75,white bean,,White Navy,,,,,,,B13HR326/ACUG 15-4
OAC 22-1,2022.0,Exeter,OACG,2594.78,93.25,21.66,3.0,white bean,,White Navy,,,,,,,B13HR326/ACUG 15-4
OAC 22-1,2022.0,Winchester,OACG,2843.49,110.04,19.2046,2.1667,white bean,,White Navy,,,,,,,B13HR326/ACUG 15-4
OAC 22-1,2022.0,Elora,OACG,1728.16,94.75,23.35,2.25,white bean,,White Navy,,,,,,,B13HR326/ACUG 15-4
OAC 22-1,2023.0,Woodstock,OACG,2725.1,98.3,21.6,2.5,white bean,,White Navy,,,,,,,B13HR326/ACUG 15-4
OAC 22-1,2023.0,Winchester,OACG,4348.7,103.5,21.6,1.6,white bean,,White Navy,,,,,,,B13HR326/ACUG 15-4
OAC 22-1,2023.0,St. Thomas,OACG,3789.9,89.0,21.3,2.3,white bean,,White Navy,,,,,,,B13HR326/ACUG 15-4
OAC 22-1,2023.0,Elora,OACG,3581.1,109.5,20.8,2.1,white bean,,White Navy,,,,,,,B13HR326/ACUG 15-4
OAC 22-1,2023.0,Exeter,OACG,4228.3,93.5,21.4,2.0,white bean,,White Navy,,,,,,,B13HR326/ACUG 15-4
OAC 22-1,2023.0,Auburn,OACG,4099.9,95.5,20.2,2.8,white bean,,White Navy,,,,,,,B13HR326/ACUG 15-4
OAC 22-2,2022.0,Winchester,OACG,3304.45,110.25,21.5,2.375,white bean,,White Navy,,,,,,,W13HR0166/ACUG 14-6
OAC 22-2,2022.0,Woodstock,OACG,,89.0,25.7,2.25,white bean,,White Navy,,,,,,,W13HR0166/ACUG 14-6
OAC 22-2,2022.0,Elora,OACG,1377.93,92.0,27.3,2.75,white bean,,White Navy,,,,,,,W13HR0166/ACUG 14-6
OAC 22-2,2022.0,Auburn,OACG,3383.34,94.0,22.915,1.5,white bean,,White Navy,,,,,,,W13HR0166/ACUG 14-6
OAC 22-2,2022.0,Exeter,OACG,1983.13,95.0,25.415,1.75,white bean,,White Navy,,,,,,,W13HR0166/ACUG 14-6
OAC 22-2,2022.0,Auburn,OACG,3383.34,94.0,22.915,1.5,white bean,,White Navy,,,,,,,W13HR0166/ACUG 14-6
OAC 22-2,2022.0,Exeter,OACG,1983.13,95.0,25.415,1.75,white bean,,White Navy,,,,,,,W13HR0166/ACUG 14-6
OAC 22-2,2022.0,Woodstock,OACG,,89.0,25.7,2.25,white bean,,White Navy,,,,,,,W13HR0166/ACUG 14-6
OAC 22-2,2022.0,Winchester,OACG,3304.45,110.25,21.5,2.375,white bean,,White Navy,,,,,,,W13HR0166/ACUG 14-6
OAC 22-2,2022.0,Elora,OACG,1377.93,92.0,27.3,2.75,white bean,,White Navy,,,,,,,W13HR0166/ACUG 14-6
OAC 22-3,2022.0,Winchester,OACG,3401.25,110.0,20.625,2.125,white bean,,White Navy,,,,,,,
OAC 22-3,2022.0,Woodstock,OACG,,89.6247,23.9298,2.5949,white bean,,White Navy,,,,,,,
OAC 22-3,2022.0,Elora,OACG,1688.33,92.0,23.4,2.0,white bean,,White Navy,,,,,,,
OAC 22-3,2022.0,Auburn,OACG,3628.03,92.75,22.47,2.25,white bean,,White Navy,,,,,,,
OAC 22-3,2022.0,Exeter,OACG,2475.38,89.0,22.1225,1.25,white bean,,White Navy,,,,,,,
OAC 22-3,2022.0,Auburn,OACG,3628.03,92.75,22.47,2.25,white bean,,White Navy,,,,,,,
OAC 22-3,2022.0,Exeter,OACG,2475.38,89.0,22.1225,1.25,white bean,,White Navy,,,,,,,
OAC 22-3,2022.0,Woodstock,OACG,,89.6247,23.9298,2.5949,white bean,,White Navy,,,,,,,
OAC 22-3,2022.0,Winchester,OACG,3401.25,110.0,20.625,2.125,white bean,,White Navy,,,,,,,
OAC 22-3,2022.0,Elora,OACG,1688.33,92.0,23.4,2.0,white bean,,White Navy,,,,,,,
OAC 22-3,2023.0,Woodstock,OACG,2942.7,92.0,22.7,2.9,white bean,,White Navy,,,,,,,
OAC 22-3,2023.0,Winchester,OACG,4745.9,99.0,22.7,1.8,white bean,,White Navy,,,,,,,
OAC 22-3,2023.0,St. Thomas,OACG,4550.3,89.3,24.4,2.0,white bean,,White Navy,,,,,,,
OAC 22-3,2023.0,Auburn,OACG,3735.7,92.0,20.9,3.0,white bean,,White Navy,,,,,,,
OAC 22-3,2023.0,Exeter,OACG,4193.8,93.8,23.4,3.4,white bean,,White Navy,,,,,,,
OAC 22-3,2023.0,Elora,OACG,3545.4,109.8,24.4,2.0,white bean,,White Navy,,,,,,,
OAC 22-3,2024.0,Exeter,OACG,2929.8,86.3,22.1,2.0,white bean,,White Navy,,,,,,,
