Year,Location,Code,Cultivar Name,Distributor,Yield,Maturity,Seed Size,Dir Harv Suit,bean_type,trial_group,White Mold
2023,WOOD,10427,16113,ADMA,2354.1,101.0,20.0,3.5,white bean,,
2023,WINC,10427,16113,ADMA,4201.7,94.8,20.0,2.8,white bean,,
2023,STHM,10427,16113,ADMA,3050.3,85.5,19.3,2.5,white bean,,
2023,AUBN,10427,16113,ADMA,3739.2,92.3,18.8,3.8,white bean,,
2023,EXET,10427,16113,ADMA,4350.7,91.5,21.5,4.0,white bean,,
2023,ELOR,10427,16113,ADMA,2841.1,108.0,19.6,3.8,white bean,,
2022,STHM,10413,16816,ADMA,1935.34,95.0,61.3,,coloured bean,major,
2022,WOOD,10413,16816,ADMA,2006.82,74.0,53.875,,coloured bean,major,
2022,ELOR,10413,16816,ADMA,1126.49,73.5,50.775,,coloured bean,major,
2023,WOOD,10413,16816,ADMA,,73.3,51.7,,coloured bean,major,
2023,ELOR,10413,16816,ADMA,2876.6,89.5,61.2,,coloured bean,major,
2023,EXET,10413,16816,ADMA,2630.9,82.0,57.1,,coloured bean,major,
2023,STHM,10413,16816,ADMA,1817.1,78.5,52.2,,coloured bean,major,
2023,WOOD,10428,17122,ADMA,2220.9,96.8,24.0,2.3,white bean,,
2023,WINC,10428,17122,ADMA,3644.1,95.0,24.0,1.1,white bean,,
2023,STHM,10428,17122,ADMA,3931.2,86.0,24.3,2.0,white bean,,
2023,AUBN,10428,17122,ADMA,3649.6,95.5,21.8,2.8,white bean,,
2023,ELOR,10428,17122,ADMA,3216.7,106.8,25.8,2.3,white bean,,
2023,EXET,10428,17122,ADMA,4071.0,92.3,24.6,1.9,white bean,,
2011,KPPN,10142,0319-Merlin,ADMA,3315.0,107.0,22.3,2.0,white bean,,
2011,GRAN,10142,0319-Merlin,ADMA,3081.0,99.0,23.7,1.7,white bean,,
2011,BRUS,10142,0319-Merlin,ADMA,3743.0,108.0,21.8,1.5,white bean,,
2011,ELOR,10142,0319-Merlin,ADMA,1345.0,109.0,20.6,2.8,white bean,,
2011,STHM,10142,0319-Merlin,ADMA,3484.0,92.0,24.7,2.8,white bean,,
2011,WOOD,10142,0319-Merlin,ADMA,2803.0,112.0,19.6,2.6,white bean,,
2012,KPPN,10142,0319-Merlin,ADMA,3265.0,103.0,20.9,1.0,white bean,,
2012,BRUS,10142,0319-Merlin,ADMA,4240.6,113.4,21.3,1.4,white bean,,
2012,ELOR,10142,0319-Merlin,ADMA,3267.8,99.8,22.7,2.3,white bean,,
2012,STHM,10142,0319-Merlin,ADMA,4247.9,85.7,21.3,2.1,white bean,,
2013,KPPN,10142,0319-Merlin,ADMA,3585.2,110.1,20.3,1.0,white bean,,
2013,STHM,10142,0319-Merlin,ADMA,3563.0,87.3,19.3,1.8,white bean,,
2013,ELOR,10142,0319-Merlin,ADMA,4585.9,118.1,21.9,2.8,white bean,,
2013,BLYT,10142,0319-Merlin,ADMA,3767.2,108.6,20.5,1.96,white bean,,
2014,WOOD,10142,0319-Merlin,ADMA,2897.44,110.25,19.1049,3.5,white bean,,
2014,ELOR,10142,0319-Merlin,ADMA,3910.29,114.25,22.521,2.5,white bean,,
2014,HBRY,10142,0319-Merlin,ADMA,3804.14,93.0,21.8,2.25,white bean,,
2014,BLYT,10142,0319-Merlin,ADMA,4149.12,122.5,20.4627,,white bean,,
2014,STHM,10142,0319-Merlin,ADMA,2897.32,93.5,17.8,3.25,white bean,,
2015,WOOD,10142,0319-Merlin,ADMA,3355.73,105.0,18.1,3.0,white bean,,
2015,ELOR,10142,0319-Merlin,ADMA,2966.62,105.0,20.89,3.0,white bean,,
2015,BLYT,10142,0319-Merlin,ADMA,3915.36,115.0,22.21,2.5,white bean,,
2015,KPPN,10142,0319-Merlin,ADMA,3307.15,113.0,19.26,2.67,white bean,,
2013,KPPN,10203,09303,ADMA,4060.3,102.3,29.9,1.3,coloured bean,minor,
2013,STHM,10203,09303,ADMA,3627.4,82.0,27.0,1.9,coloured bean,minor,
2014,STHM,10203,09303,ADMA,2821.54,89.0,24.9,3.25,coloured bean,minor,
2014,BLYT,10208,AAC Argosy,HDCI,4324.53,126.75,22.9302,,white bean,,
2014,WOOD,10208,AAC Argosy,HDCI,3532.57,110.0,22.3659,3.0,white bean,,
2014,ELOR,10208,AAC Argosy,HDCI,4363.75,114.0,18.3298,2.25,white bean,,
2014,STHM,10208,AAC Argosy,HDCI,3928.59,92.5,21.7,3.0,white bean,,
2014,HBRY,10208,AAC Argosy,HDCI,4049.56,95.5,23.8,3.75,white bean,,
2015,BLYT,10208,AAC Argosy,HDCI,3550.12,115.0,26.38,2.25,white bean,,
2015,WOOD,10208,AAC Argosy,HDCI,3920.82,108.0,23.42,2.5,white bean,,
2015,ELOR,10208,AAC Argosy,HDCI,3925.25,100.0,23.34,3.0,white bean,,
2015,KPPN,10208,AAC Argosy,HDCI,3272.2,114.0,23.32,2.33,white bean,,
2016,STHM,10208,AAC Argosy,HDCI,3559.8,90.0,25.8,3.0,white bean,,
2016,EXET,10208,AAC Argosy,HDCI,3277.49,98.0,22.6875,2.375,white bean,,
2016,WOOD,10208,AAC Argosy,HDCI,1869.63,95.0,,1.875,white bean,,
2016,BLYT,10208,AAC Argosy,HDCI,2902.5,104.5,26.5,1.75,white bean,,
2016,ELOR,10208,AAC Argosy,HDCI,2456.81,109.25,,2.75,white bean,,
2017,ELOR,10208,AAC Argosy,HDCI,4109.0,101.3,23.9,1.9,white bean,,
2017,STHM,10208,AAC Argosy,HDCI,4225.0,88.5,22.8,2.5,white bean,,
2017,AUBN,10208,AAC Argosy,HDCI,3717.0,109.8,23.7,1.9,white bean,,
2017,WOOD,10208,AAC Argosy,HDCI,2834.0,97.8,28.6,2.6,white bean,,
2018,EXET,10208,AAC Argosy,HDCI,4041.0,114.5,24.9,2.1,white bean,,
2018,STHM,10208,AAC Argosy,HDCI,3902.0,99.0,24.8,3.3,white bean,,
2018,ELOR,10208,AAC Argosy,HDCI,3609.0,94.0,26.7,2.3,white bean,,
2018,WOOD,10208,AAC Argosy,HDCI,4382.0,101.8,26.2,2.3,white bean,,
2019,ELOR,10208,AAC Argosy,HDCI,2950.0,102.5,26.8,1.8,white bean,,
2019,EXET,10208,AAC Argosy,HDCI,3340.0,90.8,24.1,2.5,white bean,,
2019,STHM,10208,AAC Argosy,HDCI,4593.0,84.5,24.0,3.3,white bean,,
2019,WINC,10208,AAC Argosy,HDCI,3995.0,104.5,24.9,,white bean,,
2019,WOOD,10208,AAC Argosy,HDCI,3838.0,98.5,24.9,2.0,white bean,,
2019,AUBN,10208,AAC Argosy,HDCI,3488.0,95.8,21.9,2.0,white bean,,
2020,AUBN,10208,AAC Argosy,HDCI,3314.0,120.0,23.6,3.4,white bean,,
2020,ELOR,10208,AAC Argosy,HDCI,2622.0,93.3,24.6,2.8,white bean,,
2020,EXET,10208,AAC Argosy,HDCI,3818.0,106.5,24.2,1.5,white bean,,
2020,STHM,10208,AAC Argosy,HDCI,4637.0,94.7,25.0,2.5,white bean,,
2020,WINC,10208,AAC Argosy,HDCI,4072.0,103.5,26.2,,white bean,,
2020,WOOD,10208,AAC Argosy,HDCI,2708.0,89.8,24.8,1.9,white bean,,
2021,WINC,10208,AAC Argosy,HDCI,3978.0,113.0,21.2,2.3,white bean,,
2021,EXET,10208,AAC Argosy,HDCI,3133.0,105.3,20.8,1.5,white bean,,
2021,AUBN,10208,AAC Argosy,HDCI,3928.0,97.8,22.1,2.0,white bean,,
2022,ELOR,10208,AAC Argosy,HDCI,1422.15,92.0,25.175,2.25,white bean,,
2022,AUBN,10208,AAC Argosy,HDCI,2931.05,101.5,24.12,2.25,white bean,,
2022,WOOD,10208,AAC Argosy,HDCI,,89.0,24.975,1.875,white bean,,
2022,WINC,10208,AAC Argosy,HDCI,2903.92,110.0,20.425,2.6667,white bean,,
2022,EXET,10208,AAC Argosy,HDCI,2317.41,94.75,24.4725,2.75,white bean,,
2022,AUBN,10208,AAC Argosy,HDCI,2931.05,101.5,24.12,2.25,white bean,,
2022,ELOR,10208,AAC Argosy,HDCI,1422.15,92.0,25.175,2.25,white bean,,
2022,WOOD,10208,AAC Argosy,HDCI,,89.0,24.975,1.875,white bean,,
2022,EXET,10208,AAC Argosy,HDCI,2317.41,94.75,24.4725,2.75,white bean,,
2022,WINC,10208,AAC Argosy,HDCI,2903.92,110.0,20.425,2.6667,white bean,,
2023,WOOD,10208,AAC Argosy,HDCI,2525.0,106.0,23.9,2.1,white bean,,
2023,STHM,10208,AAC Argosy,HDCI,4140.3,92.3,25.0,2.3,white bean,,
2023,ELOR,10208,AAC Argosy,HDCI,3691.1,113.0,25.7,1.9,white bean,,
2023,EXET,10208,AAC Argosy,HDCI,4432.9,97.0,23.4,1.5,white bean,,
2023,AUBN,10208,AAC Argosy,HDCI,4907.2,97.8,22.7,2.1,white bean,,
2023,WINC,10208,AAC Argosy,HDCI,4696.0,106.5,23.9,1.2,white bean,,
2024,WOOD,10208,AAC Argosy,HDCI,3244.0,93.0,22.3,2.6,white bean,,
2024,EXET,10208,AAC Argosy,HDCI,2634.9,87.0,22.6,2.5,white bean,,
2024,ELOR,10208,AAC Argosy,HDCI,3274.7,88.8,24.5,2.3,white bean,,
2024,BLYT,10208,AAC Argosy,HDCI,3833.8,83.5,22.6,4.3,white bean,,
2024,WINC,10208,AAC Argosy,HDCI,4132.3,100.5,23.8,1.8,white bean,,
2014,BLYT,10206,AAC Shock,HDCI,4497.87,123.75,25.5445,,white bean,,
2014,WOOD,10206,AAC Shock,HDCI,2354.2,107.0,22.9074,3.125,white bean,,
2014,ELOR,10206,AAC Shock,HDCI,3713.57,110.25,22.5468,2.625,white bean,,
2014,STHM,10206,AAC Shock,HDCI,3355.57,86.5,21.5,3.0,white bean,,
2014,HBRY,10206,AAC Shock,HDCI,3445.08,92.0,25.1,4.0,white bean,,
2015,BLYT,10206,AAC Shock,HDCI,3638.74,110.0,26.27,2.25,white bean,,
2015,WOOD,10206,AAC Shock,HDCI,2928.67,101.0,20.17,3.33,white bean,,
2015,ELOR,10206,AAC Shock,HDCI,3787.54,95.0,21.62,3.75,white bean,,
2015,KPPN,10206,AAC Shock,HDCI,3946.56,110.0,24.65,2.5,white bean,,
2016,STHM,10206,AAC Shock,HDCI,3390.62,87.75,24.4,2.625,white bean,,
2016,WOOD,10206,AAC Shock,HDCI,1701.59,91.5,,3.25,white bean,,
2016,EXET,10206,AAC Shock,HDCI,3234.99,91.0,22.9925,2.125,white bean,,
2016,ELOR,10206,AAC Shock,HDCI,2679.35,105.25,,2.0,white bean,,
2016,BLYT,10206,AAC Shock,HDCI,2786.5,97.5,25.225,1.75,white bean,,
2017,STHM,10206,AAC Shock,HDCI,3375.0,83.5,23.7,2.3,white bean,,
2017,ELOR,10206,AAC Shock,HDCI,3634.0,96.5,24.8,3.1,white bean,,
2017,AUBN,10206,AAC Shock,HDCI,3573.0,108.0,24.6,2.5,white bean,,
2017,WOOD,10206,AAC Shock,HDCI,2418.0,93.3,27.1,2.8,white bean,,
2018,EXET,10206,AAC Shock,HDCI,3885.0,112.0,25.1,1.6,white bean,,
2018,STHM,10206,AAC Shock,HDCI,2898.0,94.5,26.8,3.0,white bean,,
2018,ELOR,10206,AAC Shock,HDCI,3257.0,87.3,26.5,2.0,white bean,,
2018,WOOD,10206,AAC Shock,HDCI,4001.0,96.5,26.5,1.0,white bean,,
2019,AUBN,10206,AAC Shock,HDCI,3967.0,94.3,24.0,2.0,white bean,,
2019,ELOR,10206,AAC Shock,HDCI,2564.0,97.0,26.9,2.3,white bean,,
2019,EXET,10206,AAC Shock,HDCI,3136.0,86.5,23.6,1.0,white bean,,
2019,STHM,10206,AAC Shock,HDCI,3800.0,79.0,24.4,3.3,white bean,,
2019,WINC,10206,AAC Shock,HDCI,3715.0,101.0,26.0,,white bean,,
2019,WOOD,10206,AAC Shock,HDCI,3984.0,97.8,26.2,1.8,white bean,,
2020,AUBN,10206,AAC Shock,HDCI,3822.0,116.0,24.9,3.1,white bean,,
2020,ELOR,10206,AAC Shock,HDCI,2881.0,87.3,23.6,2.8,white bean,,
2020,EXET,10206,AAC Shock,HDCI,3497.0,95.8,24.3,2.0,white bean,,
2020,STHM,10206,AAC Shock,HDCI,4237.0,90.7,26.1,2.8,white bean,,
2020,WINC,10206,AAC Shock,HDCI,3383.0,99.8,25.6,,white bean,,
2020,WOOD,10206,AAC Shock,HDCI,2683.0,84.0,23.4,1.8,white bean,,
2021,WINC,10206,AAC Shock,HDCI,4039.0,113.5,23.2,1.8,white bean,,
2021,EXET,10206,AAC Shock,HDCI,3297.0,102.5,21.9,1.8,white bean,,
2021,AUBN,10206,AAC Shock,HDCI,4019.0,97.0,23.2,2.3,white bean,,
2022,AUBN,10206,AAC Shock,HDCI,3066.06,92.75,23.1175,3.25,white bean,,
2022,ELOR,10206,AAC Shock,HDCI,987.45,82.5,23.025,2.5,white bean,,
2022,WOOD,10206,AAC Shock,HDCI,,85.75,23.9,1.625,white bean,,
2022,WINC,10206,AAC Shock,HDCI,3338.82,109.25,22.625,1.55,white bean,,
2022,EXET,10206,AAC Shock,HDCI,2307.15,83.0,23.2125,1.5,white bean,,
2022,AUBN,10206,AAC Shock,HDCI,3066.06,92.75,23.1175,3.25,white bean,,
2022,ELOR,10206,AAC Shock,HDCI,987.45,82.5,23.025,2.5,white bean,,
2022,WOOD,10206,AAC Shock,HDCI,,85.75,23.9,1.625,white bean,,
2022,EXET,10206,AAC Shock,HDCI,2307.15,83.0,23.2125,1.5,white bean,,
2022,WINC,10206,AAC Shock,HDCI,3338.82,109.25,22.625,1.55,white bean,,
2023,WOOD,10206,AAC Shock,HDCI,2510.0,98.0,24.3,2.5,white bean,,
2023,WINC,10206,AAC Shock,HDCI,3979.1,99.3,24.3,2.0,white bean,,
2023,STHM,10206,AAC Shock,HDCI,4078.9,89.0,25.2,2.0,white bean,,
2023,ELOR,10206,AAC Shock,HDCI,3210.6,107.3,25.5,2.5,white bean,,
2023,AUBN,10206,AAC Shock,HDCI,4645.5,93.5,24.4,2.5,white bean,,
2023,WINC,10206,AAC Shock,HDCI,4090.3,104.8,25.8,2.6,coloured bean,minor,
2023,EXET,10206,AAC Shock,HDCI,4089.0,92.5,24.8,1.3,coloured bean,minor,
2023,EXET,10206,AAC Shock,HDCI,4653.0,91.3,25.1,1.5,white bean,,
2023,STHM,10206,AAC Shock,HDCI,4269.4,91.5,24.7,2.0,coloured bean,minor,
2024,WOOD,10206,AAC Shock,HDCI,,,,,white bean,,
2024,EXET,10206,AAC Shock,HDCI,,,,,white bean,,
2024,ELOR,10206,AAC Shock,HDCI,,,,,white bean,,
2024,BLYT,10206,AAC Shock,HDCI,,,,,white bean,,
2024,WINC,10206,AAC Shock,HDCI,,,,,white bean,,
2024,ELOR,10206,AAC Shock,HDCI,,,,,coloured bean,minor,
2024,EXET,10206,AAC Shock,HDCI,,,,,coloured bean,minor,
2024,WINC,10206,AAC Shock,HDCI,,,,,coloured bean,minor,
2021,WINC,10369,AAFC 21-1,HRDC,3669.0,113.5,21.6,1.8,white bean,,
2021,AUBN,10369,AAFC 21-1,HRDC,3506.0,100.0,20.7,1.8,white bean,,
2021,EXET,10369,AAFC 21-1,HRDC,3218.0,106.5,20.8,1.9,white bean,,
2021,WINC,10370,AAFC 21-2,HRDC,3973.0,111.5,21.5,1.6,white bean,,
2021,AUBN,10370,AAFC 21-2,HRDC,3608.0,98.8,20.7,1.5,white bean,,
2021,EXET,10370,AAFC 21-2,HRDC,3177.0,105.0,20.2,1.9,white bean,,
2022,WINC,10370,AAFC 21-2,HRDC,3172.05,109.71,21.6,1.2,white bean,,
2022,ELOR,10370,AAFC 21-2,HRDC,1367.05,88.25,22.375,2.0,white bean,,
2022,WOOD,10370,AAFC 21-2,HRDC,,88.75,23.4,1.875,white bean,,
2022,AUBN,10370,AAFC 21-2,HRDC,3380.87,91.0,22.745,1.5,white bean,,
2022,EXET,10370,AAFC 21-2,HRDC,2412.33,90.25,23.16,1.75,white bean,,
2022,WOOD,10370,AAFC 21-2,HRDC,,88.75,23.4,1.875,white bean,,
2022,WINC,10370,AAFC 21-2,HRDC,3172.05,109.71,21.6,1.2,white bean,,
2022,ELOR,10370,AAFC 21-2,HRDC,1367.05,88.25,22.375,2.0,white bean,,
2022,AUBN,10370,AAFC 21-2,HRDC,3380.87,91.0,22.745,1.5,white bean,,
2022,EXET,10370,AAFC 21-2,HRDC,2412.33,90.25,23.16,1.75,white bean,,
2021,AUBN,10371,AAFC 21-3,HRDC,3751.0,98.3,18.8,2.3,white bean,,
2021,WINC,10371,AAFC 21-3,HRDC,4027.0,113.5,20.8,1.9,white bean,,
2021,EXET,10371,AAFC 21-3,HRDC,3054.0,107.3,19.7,1.4,white bean,,
2021,WINC,10372,AAFC 21-4,HRDC,3807.0,112.0,21.9,1.4,white bean,,
2021,EXET,10372,AAFC 21-4,HRDC,3491.0,102.8,20.4,1.3,white bean,,
2021,AUBN,10372,AAFC 21-4,HRDC,3255.0,97.5,20.0,1.3,white bean,,
2021,EXET,10373,AAFC 21-5,HRDC,2903.0,104.0,19.2,2.6,white bean,,
2021,WINC,10373,AAFC 21-5,HRDC,3936.0,112.0,20.0,3.5,white bean,,
2021,AUBN,10373,AAFC 21-5,HRDC,3331.0,99.5,18.6,2.5,white bean,,
2021,EXET,10365,AAFC 21-B1,HRDC,3188.0,92.5,16.6,1.5,coloured bean,minor,
2021,WINC,10365,AAFC 21-B1,HRDC,4540.0,105.3,22.7,1.3,coloured bean,minor,
2021,STHM,10365,AAFC 21-B1,HRDC,3785.0,80.5,30.9,3.3,coloured bean,minor,
2021,EXET,10366,AAFC 21-B2,HRDC,3541.0,93.3,18.8,1.4,coloured bean,minor,
2021,WINC,10366,AAFC 21-B2,HRDC,4467.0,103.0,22.1,1.4,coloured bean,minor,
2021,STHM,10366,AAFC 21-B2,HRDC,3867.0,77.5,21.6,3.4,coloured bean,minor,
2022,WINC,10366,AAFC 21-B2,HRDC,2616.87,107.0,,1.0,coloured bean,minor,
2022,EXET,10366,AAFC 21-B2,HRDC,2384.43,88.5,22.3087,1.5,coloured bean,minor,
2021,EXET,10367,AAFC 21-B3,HRDC,3031.0,93.0,19.5,1.1,coloured bean,minor,
2021,WINC,10367,AAFC 21-B3,HRDC,4656.0,103.5,22.8,1.4,coloured bean,minor,
2021,STHM,10367,AAFC 21-B3,HRDC,4032.0,77.8,28.2,3.3,coloured bean,minor,
2021,WINC,10368,AAFC 21-B4,HRDC,4661.0,104.3,22.7,1.2,coloured bean,minor,
2021,EXET,10368,AAFC 21-B4,HRDC,3288.0,91.0,19.0,1.8,coloured bean,minor,
2021,STHM,10368,AAFC 21-B4,HRDC,3846.0,78.8,23.4,3.5,coloured bean,minor,
2022,AUBN,10398,AAFC 22-1,HRDC,3366.26,98.25,19.995,2.5,white bean,,
2022,WINC,10398,AAFC 22-1,HRDC,2719.92,110.5,18.7,2.125,white bean,,
2022,WOOD,10398,AAFC 22-1,HRDC,,91.5,23.45,1.625,white bean,,
2022,ELOR,10398,AAFC 22-1,HRDC,1463.98,92.5,23.2,2.75,white bean,,
2022,EXET,10398,AAFC 22-1,HRDC,1763.11,95.0,21.3775,2.0,white bean,,
2022,AUBN,10398,AAFC 22-1,HRDC,3366.26,98.25,19.995,2.5,white bean,,
2022,ELOR,10398,AAFC 22-1,HRDC,1463.98,92.5,23.2,2.75,white bean,,
2022,WOOD,10398,AAFC 22-1,HRDC,,91.5,23.45,1.625,white bean,,
2022,EXET,10398,AAFC 22-1,HRDC,1763.11,95.0,21.3775,2.0,white bean,,
2022,WINC,10398,AAFC 22-1,HRDC,2719.92,110.5,18.7,2.125,white bean,,
2022,STHM,10399,AAFC 22-D1,HRDC,1272.46,104.75,64.0,,coloured bean,major,
2022,ELOR,10399,AAFC 22-D1,HRDC,1489.42,85.5,59.2,,coloured bean,major,
2022,WOOD,10399,AAFC 22-D1,HRDC,2684.25,85.5,60.2,,coloured bean,major,
2022,STHM,10400,AAFC 22-D2,HRDC,1773.03,99.25,74.0,,coloured bean,major,
2022,ELOR,10400,AAFC 22-D2,HRDC,1495.8,87.0,67.95,,coloured bean,major,
2022,WOOD,10400,AAFC 22-D2,HRDC,2535.34,85.5,72.35,,coloured bean,major,
2023,WINC,10415,AAFC 23-1,HRDC,3394.8,103.5,22.2,1.3,white bean,,
2023,WOOD,10415,AAFC 23-1,HRDC,2808.8,104.8,22.2,2.0,white bean,,
2023,STHM,10415,AAFC 23-1,HRDC,4468.3,92.8,22.0,1.3,white bean,,
2023,AUBN,10415,AAFC 23-1,HRDC,4157.9,97.3,21.3,1.9,white bean,,
2023,EXET,10415,AAFC 23-1,HRDC,4377.8,96.5,22.7,1.5,white bean,,
2023,ELOR,10415,AAFC 23-1,HRDC,3225.8,111.8,24.3,1.9,white bean,,
2024,ELOR,10452,AAFC 24-1,HRDC,2982.3,86.5,20.9,1.9,white bean,,
2024,BLYT,10452,AAFC 24-1,HRDC,3930.7,83.5,20.1,3.7,white bean,,
2024,WINC,10452,AAFC 24-1,HRDC,4268.3,97.3,21.0,1.6,white bean,,
2024,WOOD,10452,AAFC 24-1,HRDC,2709.0,92.3,18.4,2.4,white bean,,
2024,EXET,10452,AAFC 24-1,HRDC,1906.1,86.0,19.4,2.3,white bean,,
2024,EXET,10453,AAFC 24-2,HRDC,2541.5,85.5,18.7,2.0,white bean,,
2024,BLYT,10453,AAFC 24-2,HRDC,3471.2,82.8,20.2,2.5,white bean,,
2024,WINC,10453,AAFC 24-2,HRDC,4316.4,93.5,20.3,1.8,white bean,,
2024,WOOD,10453,AAFC 24-2,HRDC,2795.3,92.5,18.4,2.1,white bean,,
2024,ELOR,10453,AAFC 24-2,HRDC,2982.7,83.0,17.8,1.5,white bean,,
2024,EXET,10454,AAFC 24-3,HRDC,2527.4,87.8,20.0,1.5,white bean,,
2024,WINC,10454,AAFC 24-3,HRDC,4921.0,102.5,22.3,1.9,white bean,,
2024,WOOD,10454,AAFC 24-3,HRDC,2876.5,92.8,19.6,2.1,white bean,,
2024,ELOR,10454,AAFC 24-3,HRDC,3073.8,88.0,21.0,2.1,white bean,,
2024,BLYT,10454,AAFC 24-3,HRDC,3456.2,83.0,20.5,4.3,white bean,,
2024,EXET,10455,AAFC 24-C1,HRDC,2140.4,85.8,54.2,,coloured bean,major,
2024,WOOD,10455,AAFC 24-C1,HRDC,2998.2,87.0,57.3,,coloured bean,major,
2024,ELOR,10455,AAFC 24-C1,HRDC,2669.8,81.0,59.8,,coloured bean,major,
2024,EXET,10456,AAFC 24-C2,HRDC,1687.4,86.0,49.7,,coloured bean,major,
2024,WOOD,10456,AAFC 24-C2,HRDC,2474.2,86.0,54.4,,coloured bean,major,
2024,ELOR,10456,AAFC 24-C2,HRDC,2451.3,79.8,58.1,,coloured bean,major,
2008,KPPN,10034,AC Apex,"TVSC, ANDE",3770.9,104.11,20.86,,white bean,,
2008,STHM,10034,AC Apex,"TVSC, ANDE",3683.73,91.67,22.933,,white bean,,
2008,ELOR,10034,AC Apex,"TVSC, ANDE",1872.23,117.11,21.2956,,white bean,,
2008,BRUS,10034,AC Apex,"TVSC, ANDE",4278.44,109.66,23.82,,white bean,,
2009,BLYT,10034,AC Apex,"TVSC, ANDE",3530.65,113.406,22.1864,,white bean,,
2009,ELOR,10034,AC Apex,"TVSC, ANDE",2296.01,118.515,22.1,,white bean,,
2009,KPPN,10034,AC Apex,"TVSC, ANDE",3074.73,107.506,25.0787,,white bean,,
2010,STHM,10034,AC Apex,"TVSC, ANDE",3936.83,84.9212,21.2895,,white bean,,
2010,BLYT,10034,AC Apex,"TVSC, ANDE",3809.36,101.38,24.9387,,white bean,,
2010,ELOR,10034,AC Apex,"TVSC, ANDE",2979.58,105.42,24.1106,,white bean,,
2010,KPPN,10034,AC Apex,"TVSC, ANDE",3782.82,96.338,25.3899,,white bean,,
2010,GRAN,10034,AC Apex,"TVSC, ANDE",2366.73,92.5817,22.1702,,white bean,,
2010,WOOD,10034,AC Apex,"TVSC, ANDE",5340.09,108.374,25.1737,,white bean,,
2011,KPPN,10034,AC Apex,"TVSC, ANDE",3497.0,105.0,20.0,2.0,white bean,,
2011,STHM,10034,AC Apex,"TVSC, ANDE",3483.0,92.0,23.6,3.1,white bean,,
2011,BRUS,10034,AC Apex,"TVSC, ANDE",3692.0,112.0,25.7,1.6,white bean,,
2011,GRAN,10034,AC Apex,"TVSC, ANDE",2838.0,98.0,26.9,1.7,white bean,,
2011,WOOD,10034,AC Apex,"TVSC, ANDE",3389.0,116.0,24.9,2.6,white bean,,
2011,ELOR,10034,AC Apex,"TVSC, ANDE",1223.0,108.0,26.7,3.0,white bean,,
2012,BRUS,10034,AC Apex,"TVSC, ANDE",3560.2,114.9,27.9,1.5,white bean,,
2012,ELOR,10034,AC Apex,"TVSC, ANDE",2600.2,101.4,23.3,2.3,white bean,,
2012,KPPN,10034,AC Apex,"TVSC, ANDE",3007.5,103.2,24.9,1.4,white bean,,
2012,STHM,10034,AC Apex,"TVSC, ANDE",3760.2,84.8,25.3,1.8,white bean,,
2013,STHM,10034,AC Apex,"TVSC, ANDE",3953.2,86.4,19.8,2.3,white bean,,
2013,KPPN,10034,AC Apex,"TVSC, ANDE",4260.0,113.0,24.5,1.5,white bean,,
2013,ELOR,10034,AC Apex,"TVSC, ANDE",4655.8,118.6,25.1,2.7,white bean,,
2013,BLYT,10034,AC Apex,"TVSC, ANDE",3749.2,108.9,22.9,1.78,white bean,,
2014,ELOR,10034,AC Apex,"TVSC, ANDE",4294.5,105.25,18.3278,2.625,white bean,,
2014,WOOD,10034,AC Apex,"TVSC, ANDE",3237.33,111.5,20.5598,2.625,white bean,,
2014,HBRY,10034,AC Apex,"TVSC, ANDE",4385.89,94.25,27.8,3.25,white bean,,
2014,BLYT,10034,AC Apex,"TVSC, ANDE",4551.26,130.0,24.5223,,white bean,,
2014,STHM,10034,AC Apex,"TVSC, ANDE",3615.33,95.0,21.6,3.5,white bean,,
2015,WOOD,10034,AC Apex,"TVSC, ANDE",3567.64,106.0,24.4,2.67,white bean,,
2015,ELOR,10034,AC Apex,"TVSC, ANDE",2704.52,101.0,23.95,3.75,white bean,,
2015,BLYT,10034,AC Apex,"TVSC, ANDE",3770.43,113.0,24.96,2.88,white bean,,
2015,KPPN,10034,AC Apex,"TVSC, ANDE",3722.82,113.0,24.61,2.33,white bean,,
2016,STHM,10034,AC Apex,"TVSC, ANDE",3607.12,95.25,25.9,2.875,white bean,,
2016,ELOR,10034,AC Apex,"TVSC, ANDE",3124.3,110.25,,2.875,white bean,,
2016,WOOD,10034,AC Apex,"TVSC, ANDE",1657.94,106.75,,2.125,white bean,,
2016,EXET,10034,AC Apex,"TVSC, ANDE",2902.48,97.0,22.56,1.875,white bean,,
2016,BLYT,10034,AC Apex,"TVSC, ANDE",3012.25,103.75,26.175,1.5,white bean,,
2017,STHM,10034,AC Apex,"TVSC, ANDE",4196.0,91.8,25.1,2.4,white bean,,
2017,WOOD,10034,AC Apex,"TVSC, ANDE",2950.0,100.0,23.0,2.1,white bean,,
2017,ELOR,10034,AC Apex,"TVSC, ANDE",3579.0,102.3,25.2,1.5,white bean,,
2017,AUBN,10034,AC Apex,"TVSC, ANDE",3811.0,111.0,24.0,1.4,white bean,,
2018,EXET,10034,AC Apex,"TVSC, ANDE",4065.0,113.0,25.2,1.5,white bean,,
2018,ELOR,10034,AC Apex,"TVSC, ANDE",3697.0,99.3,25.1,2.6,white bean,,
2018,STHM,10034,AC Apex,"TVSC, ANDE",3041.0,101.5,27.5,3.5,white bean,,
2018,WOOD,10034,AC Apex,"TVSC, ANDE",4686.0,97.8,28.1,1.8,white bean,,
