Year,Location,Code,Cultivar Name,Distributor,Yield,Maturity,Seed Size,Dir Harv Suit,bean_type,trial_group,White Mold
2014,WOOD,10167,ob 1723-06,GTSL,3265.7,110.25,19.2244,4.25,white bean,,
2014,ELOR,10167,ob 1723-06,GTSL,4258.03,114.25,20.4212,4.0,white bean,,
2014,BLYT,10167,ob 1723-06,GTSL,4300.47,128.5,18.7543,,white bean,,
2014,STHM,10167,ob 1723-06,GTSL,2597.64,93.5,16.0,3.5,white bean,,
2015,WOOD,10167,ob 1723-06,GTSL,3257.5,105.0,17.53,2.67,white bean,,
2015,BLYT,10167,ob 1723-06,GTSL,3761.71,121.0,20.9,2.75,white bean,,
2015,ELOR,10167,ob 1723-06,GTSL,4104.55,104.0,18.74,3.88,white bean,,
2015,KPPN,10167,ob 1723-06,GTSL,3395.6,115.0,17.2,3.0,white bean,,
2012,KPPN,10166,ob 5551-99,GTSL,3256.4,108.8,28.4,1.4,white bean,,
2012,BRUS,10166,ob 5551-99,GTSL,3909.9,119.5,29.2,1.9,white bean,,
2012,ELOR,10166,ob 5551-99,GTSL,1853.0,107.9,22.6,2.8,white bean,,
2012,STHM,10166,ob 5551-99,GTSL,3477.6,90.8,25.0,3.1,white bean,,
2008,KPPN,10079,Octane,TERR,1775.79,88.94,17.78,,white bean,,
2008,STHM,10079,Octane,TERR,2545.4,83.67,15.333,,white bean,,
2008,ELOR,10079,Octane,TERR,1704.81,94.06,18.2955,,white bean,,
2008,BRUS,10079,Octane,TERR,3223.87,92.85,19.19,,white bean,,
2007,KPPN,10129,Pink Panther,TVSC,2618.85,88.5,58.45,,coloured bean,major,
2007,THOR,10129,Pink Panther,TVSC,2808.0,95.0,59.9,,coloured bean,major,
2008,MKTN,10129,Pink Panther,TVSC,3197.36,94.0,59.69,,coloured bean,major,
2008,STHM,10129,Pink Panther,TVSC,3987.27,82.25,66.325,,coloured bean,major,
2008,KPPN,10129,Pink Panther,TVSC,2671.72,88.92,64.37,,coloured bean,major,
2008,ELOR,10129,Pink Panther,TVSC,1979.22,96.72,70.5233,,coloured bean,major,
2008,THOR,10129,Pink Panther,TVSC,3352.0,100.0,72.2,,coloured bean,major,
2009,MKTN,10129,Pink Panther,TVSC,2836.41,103.0,66.685,,coloured bean,major,
2009,ELOR,10129,Pink Panther,TVSC,2337.8,108.5,68.7132,,coloured bean,major,
2009,STHM,10129,Pink Panther,TVSC,2611.75,93.5,71.225,,coloured bean,major,
2009,THOR,10129,Pink Panther,TVSC,2098.0,100.0,72.0,,coloured bean,major,
2009,KPPN,10129,Pink Panther,TVSC,3252.34,93.05,66.95,,coloured bean,major,
2010,KPPN,10129,Pink Panther,TVSC,2776.94,85.2,61.98,,coloured bean,major,
2010,THOR,10129,Pink Panther,TVSC,2924.0,91.0,58.8,,coloured bean,major,
2010,STHM,10129,Pink Panther,TVSC,3376.83,76.0,59.158,,coloured bean,major,
2011,WOOD,10129,Pink Panther,TVSC,2288.0,99.0,66.0,,coloured bean,major,
2011,MKTN,10129,Pink Panther,TVSC,2291.0,92.0,,,coloured bean,major,
2011,STHM,10129,Pink Panther,TVSC,3639.0,79.0,59.0,,coloured bean,major,
2011,KPPN,10129,Pink Panther,TVSC,2329.0,103.0,70.0,,coloured bean,major,
2011,ELOR,10129,Pink Panther,TVSC,1399.0,86.0,59.0,,coloured bean,major,
2012,KPPN,10129,Pink Panther,TVSC,1805.1,91.1,59.4,,coloured bean,major,
2012,MKTN,10129,Pink Panther,TVSC,2844.9,95.3,66.5,,coloured bean,major,
2012,ELOR,10129,Pink Panther,TVSC,2192.2,96.0,63.6,,coloured bean,major,
2012,STHM,10129,Pink Panther,TVSC,2951.3,70.2,56.6,,coloured bean,major,
2013,ELOR,10129,Pink Panther,TVSC,3056.4,99.8,81.86,,coloured bean,major,
2013,STHM,10129,Pink Panther,TVSC,3509.3,79.5,73.3,,coloured bean,major,
2013,WOOD,10129,Pink Panther,TVSC,2107.5,95.2,74.3,,coloured bean,major,
2013,KPPN,10129,Pink Panther,TVSC,2506.0,99.0,76.5,,coloured bean,major,
2013,MKTN,10129,Pink Panther,TVSC,1590.0,83.3,74.5,,coloured bean,major,
2014,MKTN,10129,Pink Panther,TVSC,3263.43,96.75,76.2,,coloured bean,major,
2014,ELOR,10129,Pink Panther,TVSC,3102.01,108.0,71.7455,,coloured bean,major,
2014,STHM,10129,Pink Panther,TVSC,2841.15,84.5,66.6,,coloured bean,major,
2014,WOOD,10129,Pink Panther,TVSC,2282.33,101.0,67.9878,,coloured bean,major,
2015,KPPN,10129,Pink Panther,TVSC,1777.88,92.0,66.3,,coloured bean,major,
2015,ELOR,10129,Pink Panther,TVSC,2170.52,92.0,69.0,,coloured bean,major,
2015,WOOD,10129,Pink Panther,TVSC,2447.39,96.0,57.2,,coloured bean,major,
2015,STHM,10129,Pink Panther,TVSC,1861.44,76.0,55.2,,coloured bean,major,
2016,STHM,10129,Pink Panther,TVSC,3445.36,80.75,57.7163,,coloured bean,major,
2016,EXET,10129,Pink Panther,TVSC,2753.09,83.75,55.4325,,coloured bean,major,
2016,ELOR,10129,Pink Panther,TVSC,1778.72,93.25,,,coloured bean,major,
2016,WOOD,10129,Pink Panther,TVSC,1183.21,82.25,,,coloured bean,major,
2017,WOOD,10129,Pink Panther,TVSC,1353.0,91.7,60.0,,coloured bean,major,
2017,STHM,10129,Pink Panther,TVSC,2929.0,78.8,66.1,,coloured bean,major,
2017,ELOR,10129,Pink Panther,TVSC,2063.0,91.0,68.2,,coloured bean,major,
2018,WOOD,10129,Pink Panther,TVSC,4006.0,93.5,70.6,,coloured bean,major,
2018,STHM,10129,Pink Panther,TVSC,3321.0,90.0,71.4,,coloured bean,major,
2018,ELOR,10129,Pink Panther,TVSC,1861.0,80.8,73.0,,coloured bean,major,
2018,EXET,10129,Pink Panther,TVSC,1035.0,97.3,59.4,,coloured bean,major,
2019,EXET,10129,Pink Panther,TVSC,2046.0,86.3,62.6,,coloured bean,major,
2019,STHM,10129,Pink Panther,TVSC,2173.0,66.5,67.0,,coloured bean,major,
2019,WOOD,10129,Pink Panther,TVSC,2624.0,94.5,64.8,,coloured bean,major,
2019,ELOR,10129,Pink Panther,TVSC,2349.0,91.8,59.8,,coloured bean,major,
2020,STHM,10129,Pink Panther,TVSC,1837.0,84.3,67.0,,coloured bean,major,
2020,ELOR,10129,Pink Panther,TVSC,1363.0,80.8,63.4,,coloured bean,major,
2020,EXET,10129,Pink Panther,TVSC,1339.0,84.3,53.7,,coloured bean,major,
2020,WOOD,10129,Pink Panther,TVSC,1437.0,77.0,54.0,,coloured bean,major,
2021,WOOD,10129,Pink Panther,TVSC,2253.0,82.0,71.3,,coloured bean,major,
2021,STHM,10129,Pink Panther,TVSC,1703.0,76.0,57.7,,coloured bean,major,
2021,EXET,10129,Pink Panther,TVSC,3041.0,87.3,64.7,,coloured bean,major,
2022,WOOD,10129,Pink Panther,TVSC,2557.54,81.25,65.425,,coloured bean,major,
2022,ELOR,10129,Pink Panther,TVSC,1439.02,76.5,59.9,,coloured bean,major,
2022,STHM,10129,Pink Panther,TVSC,2469.26,96.0,69.8,,coloured bean,major,
2023,EXET,10129,Pink Panther,TVSC,2927.2,90.3,69.7,,coloured bean,major,
2023,STHM,10129,Pink Panther,TVSC,1881.3,83.3,70.1,,coloured bean,major,
2023,ELOR,10129,Pink Panther,TVSC,3360.6,99.0,76.7,,coloured bean,major,
2023,WOOD,10129,Pink Panther,TVSC,,81.3,63.8,,coloured bean,major,
2024,ELOR,10129,Pink Panther,TVSC,1945.6,81.8,62.7,,coloured bean,major,
2024,EXET,10129,Pink Panther,TVSC,1721.9,85.8,58.6,,coloured bean,major,
2024,WOOD,10129,Pink Panther,TVSC,2362.9,86.0,60.5,,coloured bean,major,
2016,ELOR,10244,Ponente,HDCI,1467.44,97.0,,,coloured bean,major,
2016,STHM,10244,Ponente,HDCI,3155.68,81.5,66.095,,coloured bean,major,
2016,WOOD,10244,Ponente,HDCI,1333.94,82.75,,,coloured bean,major,
2016,EXET,10244,Ponente,HDCI,2789.8,83.75,63.89,,coloured bean,major,
2017,WOOD,10244,Ponente,HDCI,1372.0,87.7,63.1,,coloured bean,major,
2017,STHM,10244,Ponente,HDCI,1556.0,78.0,68.7,,coloured bean,major,
2017,ELOR,10244,Ponente,HDCI,2156.0,90.8,71.4,,coloured bean,major,
2020,STHM,10337,Rampart,TRGE,2687.0,89.7,53.4,,coloured bean,major,
2020,EXET,10337,Rampart,TRGE,1172.0,87.8,48.4,,coloured bean,major,
2020,WOOD,10337,Rampart,TRGE,1736.0,90.3,46.9,,coloured bean,major,
2020,ELOR,10337,Rampart,TRGE,1544.0,81.3,49.4,,coloured bean,major,
2021,WOOD,10337,Rampart,TRGE,1886.0,84.0,55.5,,coloured bean,major,
2021,EXET,10337,Rampart,TRGE,2511.0,88.0,61.5,,coloured bean,major,
2021,STHM,10337,Rampart,TRGE,1682.0,79.3,48.8,,coloured bean,major,
2022,WOOD,10337,Rampart,TRGE,2198.43,84.5,54.55,,coloured bean,major,
2022,STHM,10337,Rampart,TRGE,1914.01,96.5,56.0,,coloured bean,major,
2022,ELOR,10337,Rampart,TRGE,1128.33,79.25,48.95,,coloured bean,major,
2023,WOOD,10337,Rampart,TRGE,,81.5,47.9,,coloured bean,major,
2023,ELOR,10337,Rampart,TRGE,2737.9,101.5,58.2,,coloured bean,major,
2023,EXET,10337,Rampart,TRGE,2948.3,91.3,53.9,,coloured bean,major,
2023,STHM,10337,Rampart,TRGE,1657.3,83.3,56.2,,coloured bean,major,
2024,ELOR,10337,Rampart,TRGE,2130.6,81.8,49.9,,coloured bean,major,
2024,EXET,10337,Rampart,TRGE,1503.2,87.3,45.3,,coloured bean,major,
2024,WOOD,10337,Rampart,TRGE,1802.8,90.0,44.3,,coloured bean,major,
2020,STHM,10338,Red Dawn,WEHB,2309.0,80.0,68.5,,coloured bean,major,
2020,EXET,10338,Red Dawn,WEHB,1262.0,80.5,52.6,,coloured bean,major,
2020,WOOD,10338,Red Dawn,WEHB,1466.0,77.3,53.7,,coloured bean,major,
2020,ELOR,10338,Red Dawn,WEHB,1243.0,72.0,62.0,,coloured bean,major,
2021,WOOD,10338,Red Dawn,WEHB,1520.0,69.0,65.6,,coloured bean,major,
2021,EXET,10338,Red Dawn,WEHB,2514.0,80.0,64.3,,coloured bean,major,
2021,STHM,10338,Red Dawn,WEHB,1336.0,69.5,58.3,,coloured bean,major,
2022,WOOD,10338,Red Dawn,WEHB,1750.35,75.25,62.15,,coloured bean,major,
2022,ELOR,10338,Red Dawn,WEHB,1135.42,75.25,51.55,,coloured bean,major,
2022,STHM,10338,Red Dawn,WEHB,1226.62,91.5,64.0,,coloured bean,major,
2023,WOOD,10338,Red Dawn,WEHB,,71.0,55.2,,coloured bean,major,
2023,ELOR,10338,Red Dawn,WEHB,2697.9,93.0,71.2,,coloured bean,major,
2023,EXET,10338,Red Dawn,WEHB,2547.2,82.0,64.9,,coloured bean,major,
2023,STHM,10338,Red Dawn,WEHB,1385.8,77.0,68.3,,coloured bean,major,
2005,THOR,10130,Red Hawk,TVSC,2175.0,86.0,51.8,,coloured bean,major,
2005,STHM,10130,Red Hawk,TVSC,3510.52,87.5,55.9,,coloured bean,major,
2005,KPPN,10130,Red Hawk,TVSC,1756.57,89.75,52.11,,coloured bean,major,
2006,STHM,10130,Red Hawk,TVSC,3221.35,97.75,51.75,,coloured bean,major,
2006,KPPN,10130,Red Hawk,TVSC,2710.6,97.73,47.09,,coloured bean,major,
2006,MKTN,10130,Red Hawk,TVSC,3686.05,92.75,48.0649,,coloured bean,major,
2006,THOR,10130,Red Hawk,TVSC,3398.0,101.0,55.5,,coloured bean,major,
2007,KPPN,10130,Red Hawk,TVSC,2640.74,89.0,49.6,,coloured bean,major,
2007,THOR,10130,Red Hawk,TVSC,2455.0,94.0,56.8,,coloured bean,major,
2008,MKTN,10130,Red Hawk,TVSC,4011.09,94.75,53.125,,coloured bean,major,
2008,KPPN,10130,Red Hawk,TVSC,2382.81,89.97,53.96,,coloured bean,major,
2008,ELOR,10130,Red Hawk,TVSC,2162.87,102.11,57.9759,,coloured bean,major,
2008,THOR,10130,Red Hawk,TVSC,2749.0,99.0,62.5,,coloured bean,major,
2008,STHM,10130,Red Hawk,TVSC,3416.95,85.0,56.325,,coloured bean,major,
2009,MKTN,10130,Red Hawk,TVSC,2447.95,100.0,50.17,,coloured bean,major,
2009,THOR,10130,Red Hawk,TVSC,1645.0,98.0,59.2,,coloured bean,major,
2009,ELOR,10130,Red Hawk,TVSC,1986.93,106.75,55.4104,,coloured bean,major,
2009,STHM,10130,Red Hawk,TVSC,1936.57,91.5,57.85,,coloured bean,major,
2009,KPPN,10130,Red Hawk,TVSC,2608.16,92.49,57.91,,coloured bean,major,
2010,THOR,10130,Red Hawk,TVSC,2540.0,95.0,56.9,,coloured bean,major,
2010,KPPN,10130,Red Hawk,TVSC,2260.86,85.4,50.97,,coloured bean,major,
2010,STHM,10130,Red Hawk,TVSC,3059.39,77.75,51.666,,coloured bean,major,
2011,WOOD,10130,Red Hawk,TVSC,1936.0,104.0,62.0,,coloured bean,major,
2011,STHM,10130,Red Hawk,TVSC,3754.0,89.0,58.0,,coloured bean,major,
2011,MKTN,10130,Red Hawk,TVSC,2203.0,93.0,,,coloured bean,major,
2011,KPPN,10130,Red Hawk,TVSC,2296.0,102.0,57.0,,coloured bean,major,
2011,ELOR,10130,Red Hawk,TVSC,1280.0,90.0,53.0,,coloured bean,major,
2012,KPPN,10130,Red Hawk,TVSC,1580.0,101.9,55.6,,coloured bean,major,
2012,MKTN,10130,Red Hawk,TVSC,2582.4,96.0,57.8,,coloured bean,major,
2012,ELOR,10130,Red Hawk,TVSC,1760.7,94.9,58.7,,coloured bean,major,
2012,STHM,10130,Red Hawk,TVSC,2880.0,81.3,54.2,,coloured bean,major,
2013,ELOR,10130,Red Hawk,TVSC,2399.1,110.7,73.71,,coloured bean,major,
2013,STHM,10130,Red Hawk,TVSC,2384.0,81.8,60.0,,coloured bean,major,
2013,WOOD,10130,Red Hawk,TVSC,1426.6,99.6,58.39,,coloured bean,major,
2013,MKTN,10130,Red Hawk,TVSC,1986.7,85.8,62.18,,coloured bean,major,
2013,KPPN,10130,Red Hawk,TVSC,2529.0,101.0,55.9,,coloured bean,major,
2014,MKTN,10130,Red Hawk,TVSC,3368.08,100.5,66.7,,coloured bean,major,
2014,ELOR,10130,Red Hawk,TVSC,2418.94,113.0,71.8515,,coloured bean,major,
2014,STHM,10130,Red Hawk,TVSC,2828.33,85.5,54.6,,coloured bean,major,
2014,WOOD,10130,Red Hawk,TVSC,2171.98,103.5,56.7695,,coloured bean,major,
2015,WOOD,10130,Red Hawk,TVSC,1874.54,97.5,48.3,,coloured bean,major,
2015,KPPN,10130,Red Hawk,TVSC,1563.56,100.25,58.2,,coloured bean,major,
2015,ELOR,10130,Red Hawk,TVSC,1878.87,93.0,54.9,,coloured bean,major,
2015,STHM,10130,Red Hawk,TVSC,1736.8,77.25,48.5,,coloured bean,major,
2016,STHM,10130,Red Hawk,TVSC,3158.23,86.25,53.1738,,coloured bean,major,
2016,EXET,10130,Red Hawk,TVSC,2736.92,87.0,49.1475,,coloured bean,major,
2016,ELOR,10130,Red Hawk,TVSC,1730.29,94.25,,,coloured bean,major,
2016,WOOD,10130,Red Hawk,TVSC,1471.85,81.75,,,coloured bean,major,
2017,WOOD,10130,Red Hawk,TVSC,1345.0,92.0,52.2,,coloured bean,major,
2017,STHM,10130,Red Hawk,TVSC,2507.0,82.8,54.5,,coloured bean,major,
2017,ELOR,10130,Red Hawk,TVSC,1859.0,93.8,54.2,,coloured bean,major,
2018,WOOD,10130,Red Hawk,TVSC,3324.0,94.8,67.5,,coloured bean,major,
2018,STHM,10130,Red Hawk,TVSC,3090.0,88.0,62.3,,coloured bean,major,
2018,ELOR,10130,Red Hawk,TVSC,1591.0,85.0,71.3,,coloured bean,major,
2018,EXET,10130,Red Hawk,TVSC,1002.0,96.3,50.1,,coloured bean,major,
2019,STHM,10130,Red Hawk,TVSC,2040.0,70.0,58.0,,coloured bean,major,
2019,WOOD,10130,Red Hawk,TVSC,2105.0,93.0,54.2,,coloured bean,major,
2019,ELOR,10130,Red Hawk,TVSC,2197.0,93.0,56.2,,coloured bean,major,
2019,EXET,10130,Red Hawk,TVSC,1968.0,90.3,58.5,,coloured bean,major,
2020,STHM,10130,Red Hawk,TVSC,3165.0,92.7,58.6,,coloured bean,major,
2020,ELOR,10130,Red Hawk,TVSC,1972.0,80.3,50.1,,coloured bean,major,
2020,EXET,10130,Red Hawk,TVSC,1979.0,87.0,50.4,,coloured bean,major,
2020,WOOD,10130,Red Hawk,TVSC,1874.0,89.0,48.0,,coloured bean,major,
2021,WOOD,10130,Red Hawk,TVSC,1755.0,83.3,58.6,,coloured bean,major,
2021,EXET,10130,Red Hawk,TVSC,1960.0,85.8,51.7,,coloured bean,major,
2021,STHM,10130,Red Hawk,TVSC,1273.0,78.3,49.7,,coloured bean,major,
2022,WOOD,10130,Red Hawk,TVSC,2087.76,82.75,54.95,,coloured bean,major,
2022,ELOR,10130,Red Hawk,TVSC,1333.47,77.25,50.95,,coloured bean,major,
2022,STHM,10130,Red Hawk,TVSC,1838.11,95.25,58.1,,coloured bean,major,
2023,STHM,10130,Red Hawk,TVSC,1516.7,84.0,58.0,,coloured bean,major,
2023,ELOR,10130,Red Hawk,TVSC,2795.9,99.0,63.4,,coloured bean,major,
2023,EXET,10130,Red Hawk,TVSC,2393.4,90.0,55.0,,coloured bean,major,
2023,WOOD,10130,Red Hawk,TVSC,,79.5,51.0,,coloured bean,major,
2024,ELOR,10130,Red Hawk,TVSC,1629.6,80.5,53.2,,coloured bean,major,
2024,EXET,10130,Red Hawk,TVSC,1917.5,87.0,49.9,,coloured bean,major,
2024,WOOD,10130,Red Hawk,TVSC,2455.9,89.0,52.4,,coloured bean,major,
2005,THOR,10131,Red Kanner,TVSC,2480.0,99.0,58.6,,coloured bean,major,
2005,KPPN,10131,Red Kanner,TVSC,2059.27,100.75,59.06,,coloured bean,major,
2005,STHM,10131,Red Kanner,TVSC,4463.7,94.0,53.3,,coloured bean,major,
2006,STHM,10131,Red Kanner,TVSC,2513.68,101.0,58.1,,coloured bean,major,
2006,KPPN,10131,Red Kanner,TVSC,3419.45,112.01,49.29,,coloured bean,major,
2006,MKTN,10131,Red Kanner,TVSC,3950.1,106.75,50.0988,,coloured bean,major,
2006,THOR,10131,Red Kanner,TVSC,3676.0,109.0,49.3,,coloured bean,major,
2007,KPPN,10131,Red Kanner,TVSC,3052.26,99.0,50.65,,coloured bean,major,
2007,THOR,10131,Red Kanner,TVSC,2291.0,105.0,52.5,,coloured bean,major,
2008,MKTN,10131,Red Kanner,TVSC,4119.02,108.25,51.925,,coloured bean,major,
2008,STHM,10131,Red Kanner,TVSC,3399.75,95.5,60.25,,coloured bean,major,
2008,KPPN,10131,Red Kanner,TVSC,2902.97,103.84,50.67,,coloured bean,major,
2008,THOR,10131,Red Kanner,TVSC,2802.0,108.0,59.5,,coloured bean,major,
2008,ELOR,10131,Red Kanner,TVSC,2265.85,110.22,52.4399,,coloured bean,major,
2009,MKTN,10131,Red Kanner,TVSC,3140.78,107.0,49.135,,coloured bean,major,
2009,THOR,10131,Red Kanner,TVSC,2467.0,106.0,58.2,,coloured bean,major,
2009,ELOR,10131,Red Kanner,TVSC,1925.85,119.25,54.6594,,coloured bean,major,
2009,STHM,10131,Red Kanner,TVSC,3321.65,95.75,53.1,,coloured bean,major,
2009,KPPN,10131,Red Kanner,TVSC,2837.68,97.97,55.34,,coloured bean,major,
2010,STHM,10131,Red Kanner,TVSC,3690.49,88.5,53.789,,coloured bean,major,
2010,THOR,10131,Red Kanner,TVSC,3657.0,101.0,54.4,,coloured bean,major,
2010,KPPN,10131,Red Kanner,TVSC,2796.54,98.86,44.33,,coloured bean,major,
2011,MKTN,10131,Red Kanner,TVSC,3681.0,101.0,,,coloured bean,major,
2011,WOOD,10131,Red Kanner,TVSC,2066.0,112.0,57.0,,coloured bean,major,
2011,STHM,10131,Red Kanner,TVSC,3625.0,98.0,56.0,,coloured bean,major,
2011,KPPN,10131,Red Kanner,TVSC,2863.0,113.0,57.0,,coloured bean,major,
2011,ELOR,10131,Red Kanner,TVSC,1552.0,100.0,54.0,,coloured bean,major,
2005,STHM,10132,Red Rider,SECN,4229.48,92.5,62.85,,coloured bean,major,
2005,KPPN,10132,Red Rider,SECN,2214.15,96.75,61.36,,coloured bean,major,
2007,KPPN,10132,Red Rider,SECN,3023.38,90.75,53.96,,coloured bean,major,
2007,THOR,10132,Red Rider,SECN,2733.0,97.0,53.1,,coloured bean,major,
2008,MKTN,10132,Red Rider,SECN,3591.15,104.0,62.84,,coloured bean,major,
2008,KPPN,10132,Red Rider,SECN,3023.76,100.36,61.44,,coloured bean,major,
2008,ELOR,10132,Red Rider,SECN,2103.96,104.83,59.2322,,coloured bean,major,
2008,STHM,10132,Red Rider,SECN,3493.85,89.0,66.075,,coloured bean,major,
2008,THOR,10132,Red Rider,SECN,3479.0,106.0,71.0,,coloured bean,major,
2009,MKTN,10132,Red Rider,SECN,3064.69,107.0,55.84,,coloured bean,major,
2009,THOR,10132,Red Rider,SECN,2540.0,102.0,61.6,,coloured bean,major,
2009,ELOR,10132,Red Rider,SECN,1561.18,110.5,55.5177,,coloured bean,major,
2009,STHM,10132,Red Rider,SECN,3320.3,94.25,63.075,,coloured bean,major,
2009,KPPN,10132,Red Rider,SECN,3139.72,93.48,64.26,,coloured bean,major,
2010,THOR,10132,Red Rider,SECN,3599.0,96.0,66.5,,coloured bean,major,
2010,KPPN,10132,Red Rider,SECN,3236.19,95.75,57.73,,coloured bean,major,
2010,STHM,10132,Red Rider,SECN,3947.59,84.0,59.76,,coloured bean,major,
2011,WOOD,10132,Red Rider,SECN,2425.0,114.0,72.0,,coloured bean,major,
2011,MKTN,10132,Red Rider,SECN,3095.0,98.0,,,coloured bean,major,
2011,KPPN,10132,Red Rider,SECN,3477.0,111.0,63.0,,coloured bean,major,
2011,ELOR,10132,Red Rider,SECN,2013.0,91.0,65.0,,coloured bean,major,
2011,STHM,10132,Red Rider,SECN,4368.0,87.0,66.0,,coloured bean,major,
2012,KPPN,10132,Red Rider,SECN,2077.2,107.9,61.5,,coloured bean,major,
2012,MKTN,10132,Red Rider,SECN,3161.0,98.5,70.3,,coloured bean,major,
2012,STHM,10132,Red Rider,SECN,3938.4,85.7,58.0,,coloured bean,major,
2012,ELOR,10132,Red Rider,SECN,2804.4,97.1,64.2,,coloured bean,major,
2013,ELOR,10132,Red Rider,SECN,2947.3,113.0,74.14,,coloured bean,major,
2013,WOOD,10132,Red Rider,SECN,1968.6,104.1,63.44,,coloured bean,major,
2013,STHM,10132,Red Rider,SECN,2678.8,86.6,44.9,,coloured bean,major,
2013,MKTN,10132,Red Rider,SECN,2540.3,86.3,64.58,,coloured bean,major,
2013,KPPN,10132,Red Rider,SECN,3320.1,103.0,61.6,,coloured bean,major,
2014,MKTN,10132,Red Rider,SECN,3435.36,98.5,80.2,,coloured bean,major,
2014,ELOR,10132,Red Rider,SECN,2874.66,112.25,69.7068,,coloured bean,major,
2014,STHM,10132,Red Rider,SECN,3216.2,91.0,64.3,,coloured bean,major,
2014,WOOD,10132,Red Rider,SECN,1992.93,105.75,63.2099,,coloured bean,major,
2015,KPPN,10132,Red Rider,SECN,2031.49,103.75,62.0,,coloured bean,major,
2015,ELOR,10132,Red Rider,SECN,2764.66,95.0,61.7,,coloured bean,major,
2015,WOOD,10132,Red Rider,SECN,2646.3,99.25,50.1,,coloured bean,major,
2015,STHM,10132,Red Rider,SECN,2856.56,82.75,51.4,,coloured bean,major,
2016,STHM,10132,Red Rider,SECN,3009.82,87.25,60.8125,,coloured bean,major,
2016,EXET,10132,Red Rider,SECN,3206.5,93.75,60.725,,coloured bean,major,
2016,ELOR,10132,Red Rider,SECN,2048.04,101.25,,,coloured bean,major,
2016,WOOD,10132,Red Rider,SECN,1686.58,83.5,,,coloured bean,major,
2017,WOOD,10132,Red Rider,SECN,1422.0,90.7,55.9,,coloured bean,major,
2017,STHM,10132,Red Rider,SECN,3173.0,88.3,62.6,,coloured bean,major,
2017,ELOR,10132,Red Rider,SECN,2395.0,95.0,64.6,,coloured bean,major,
2018,WOOD,10132,Red Rider,SECN,4509.0,97.0,58.5,,coloured bean,major,
2018,STHM,10132,Red Rider,SECN,3616.0,101.5,69.5,,coloured bean,major,
2018,EXET,10132,Red Rider,SECN,1079.0,107.5,60.1,,coloured bean,major,
2018,ELOR,10132,Red Rider,SECN,1764.0,91.0,63.3,,coloured bean,major,
2019,STHM,10132,Red Rider,SECN,2976.0,81.0,69.9,,coloured bean,major,
2019,WOOD,10132,Red Rider,SECN,2855.0,98.5,66.8,,coloured bean,major,
2019,ELOR,10132,Red Rider,SECN,2708.0,99.3,61.1,,coloured bean,major,
2019,EXET,10132,Red Rider,SECN,2518.0,92.3,61.8,,coloured bean,major,
2020,STHM,10132,Red Rider,SECN,3320.0,93.0,64.4,,coloured bean,major,
2020,ELOR,10132,Red Rider,SECN,1855.0,82.0,58.4,,coloured bean,major,
2020,EXET,10132,Red Rider,SECN,2381.0,90.8,55.8,,coloured bean,major,
2020,WOOD,10132,Red Rider,SECN,2335.0,85.0,53.4,,coloured bean,major,
2021,WOOD,10132,Red Rider,SECN,2251.0,84.8,63.3,,coloured bean,major,
2021,EXET,10132,Red Rider,SECN,3136.0,92.8,56.4,,coloured bean,major,
2021,STHM,10132,Red Rider,SECN,2062.0,83.0,54.5,,coloured bean,major,
2022,WOOD,10132,Red Rider,SECN,3241.95,83.75,59.875,,coloured bean,major,
2022,ELOR,10132,Red Rider,SECN,1647.88,80.25,59.25,,coloured bean,major,
2022,STHM,10132,Red Rider,SECN,1921.83,100.5,70.0,,coloured bean,major,
2008,MKTN,10135,Red Rover,TVSC,3031.22,93.25,56.67,,coloured bean,major,
2008,KPPN,10135,Red Rover,TVSC,2027.53,86.06,56.87,,coloured bean,major,
2008,THOR,10135,Red Rover,TVSC,2921.0,99.0,67.9,,coloured bean,major,
2008,ELOR,10135,Red Rover,TVSC,1637.99,89.72,57.9973,,coloured bean,major,
2008,STHM,10135,Red Rover,TVSC,2704.12,83.5,60.325,,coloured bean,major,
2009,MKTN,10135,Red Rover,TVSC,2222.68,97.0,55.355,,coloured bean,major,
2009,ELOR,10135,Red Rover,TVSC,1372.3,102.25,53.8012,,coloured bean,major,
2009,STHM,10135,Red Rover,TVSC,2155.48,83.25,59.875,,coloured bean,major,
2009,THOR,10135,Red Rover,TVSC,1754.0,96.0,62.5,,coloured bean,major,
2009,KPPN,10135,Red Rover,TVSC,2208.93,92.67,61.14,,coloured bean,major,
2006,KPPN,10063,Reliant,"COOK, ANDE, HDCI",4391.94,101.39,19.73,,white bean,,
2006,GRAN,10063,Reliant,"COOK, ANDE, HDCI",4298.46,100.0,22.1519,,white bean,,
2006,KEMP,10063,Reliant,"COOK, ANDE, HDCI",3946.48,92.0,20.15,,white bean,,
2007,BRUS,10063,Reliant,"COOK, ANDE, HDCI",1930.08,89.92,16.0,,white bean,,
2007,KPPN,10063,Reliant,"COOK, ANDE, HDCI",3547.79,95.34,20.27,,white bean,,
2007,ELOR,10063,Reliant,"COOK, ANDE, HDCI",2658.98,106.24,21.8902,,white bean,,
2008,KPPN,10063,Reliant,"COOK, ANDE, HDCI",3608.3,102.24,17.26,,white bean,,
2008,STHM,10063,Reliant,"COOK, ANDE, HDCI",3120.27,92.33,18.033,,white bean,,
2008,ELOR,10063,Reliant,"COOK, ANDE, HDCI",2190.43,112.28,19.4982,,white bean,,
